a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1,,17100,21400,MANTENIMIENTO VEHICULOS Y MAQUINARIA JAR,,,20000.0,20000.0,20626.15,20626.15,20626.15,,18970.84,-626.15
1,,17100,22100,ENERGIA ELECTRICA NAVE JARDINES,,,1500.0,1500.0,1085.06,1085.06,1085.06,,1085.06,414.94
1,,17100,22101,AGUA  NAVE JARDINES,,,1200.0,1200.0,1028.45,1028.45,1028.45,,689.39,171.55
1,,17100,22102,GAS NAVE JARDINES,,,4000.0,4000.0,4377.32,4377.32,4377.32,,3630.02,-377.32
1,,17100,22103,COMBUSTIBLE VEHICULOS Y MAQ. JARDINES,,,10000.0,10000.0,9827.51,9827.51,9827.51,,8962.85,172.49
1,,17100,22104,VESTUARIO Y EPIS PERSONAL JARDINES,,,6000.0,6000.0,4982.22,4982.22,4982.22,,4982.22,1017.78
1,,17100,22110,LIMPIEZA VESTUARIO Y PRODUCTOS LIMPIEZA,,,2000.0,2000.0,2416.33,2416.33,2416.33,,2221.5,-416.33
1,,17100,22199,MATERIAL JARDINES,,,35000.0,35000.0,35439.16,35439.16,35439.16,,32192.27,-439.16
1,,17100,22200,TELEFONO FIJO Y MOVIL JARDINES,,,1800.0,1800.0,2119.72,2119.72,2119.72,,2062.37,-319.72
1,,17100,22400,SEGURO VEHICULOS JARDINES,,,1700.0,1700.0,2358.99,2358.99,2358.99,,0.0,-658.99
1,,17100,22401,SEGURO NAVE JARDINES,,,300.0,300.0,247.95,247.95,247.95,,247.95,52.05
1,,17100,22799,MANTENIMIENTO ZONAS VERDES Y JARDINES,,,170000.0,170000.0,165835.49,165835.49,165782.46,,151450.69,4164.51
1,,17100,23120,LOCOMOCION PERSONAL JARDINES,,,200.0,200.0,0.0,0.0,0.0,,0.0,200.0
1,,17100,23300,OTRAS INDEMNIZACIONES PERS.JARDINES,,,200.0,200.0,0.0,0.0,0.0,,0.0,200.0
1,,17101,21000,MANTENIMIENTO ITINERARIOS LUDICOS-NATURA,,,8000.0,8000.0,10173.74,10173.74,10173.74,,6414.17,-2173.74
1,,17101,21900,MANTENIMIENTO PARQUE FLUVIAL DEL ARGA,,,52000.0,52000.0,52868.23,52868.23,52868.23,,52868.23,-868.23
1,,17101,22100,ENERGIA ELECTRICA RIEGO JARDINES,,,18000.0,18000.0,14826.06,14826.06,14826.06,,13799.7,3173.94
1,,17101,22101,AGUA PARA RIEGO JARDINES,,,84000.0,84000.0,93702.04,93702.04,93702.04,,91040.85,-9702.04
1,,17102,21900,MANTENIMIENTO HUERTOS URBANOS,,,6000.0,6000.0,3697.85,3697.85,3697.85,,3488.99,2302.15
1,,17102,22101,AGUA HUERTOS URBANOS,,,1500.0,1500.0,798.96,798.96,798.96,,711.36,701.04
1,,17102,22400,SEGURO EDIFICIO HUERTOS,,,100.0,100.0,43.7,43.7,43.7,,43.7,56.3
1,,17102,22799,ASISTENCIA TECNICA HUERTOS URBANOS,,,15000.0,15000.0,16734.36,16734.36,16734.36,,15339.83,-1734.36
1,,17220,22706,ESTUDIOS ESPACIOS NATURALES,,,30000.0,30000.0,33167.08,33167.08,33167.08,,23061.71,-3167.08
1,,17220,22799,ATERPEAK,,,4900.0,4900.0,4840.0,4840.0,4840.0,,4840.0,60.0
1,,23110,21400,MANTENIMIENTO VEHICULO SSB,,,1200.0,1200.0,3747.54,3747.54,3747.54,,3710.39,-2547.54
1,,23110,22000,MATERIAL OFICINA SSB,,,6000.0,6000.0,4520.57,4520.57,4520.57,,4269.89,1479.43
1,,23110,22002,MATERIAL INFORMATICO NO INVENTARIABLE SS,,,2000.0,2000.0,1491.15,1491.15,1491.15,,1463.74,508.85
1,,23110,22103,COMBUSTIBLE VEHICULOS SSB,,,1200.0,1200.0,811.19,811.19,811.19,,704.45,388.81
1,,23110,22105,COMPRA DE ALIMENTOS Y TRANSPORTE,,,30000.0,20000.0,13125.66,13125.66,13125.66,,10761.64,6874.34
1,,23110,22199,MATERIAL ESPECIFICO SSB,,,1000.0,1000.0,148.9,148.9,148.9,,148.9,851.1
1,,23110,22200,TELEFONO FIJO Y MOVIL SSB,,,2200.0,2200.0,3196.45,3196.45,3196.45,,3087.5,-996.45
1,,23110,22400,SEGURO VEHICULO SSB,,,1000.0,1000.0,984.37,984.37,984.37,,0.0,15.63
1,,23110,22602,COMUNICACIÓN Y ACTOS PUBLICITARIOS SSB,,,1200.0,1200.0,0.0,0.0,0.0,,0.0,1200.0
1,,23110,22799,ACTIVIDADES Y PROGRAMAS SSB,,,22000.0,22000.0,15325.45,15325.45,15100.55,,13964.05,6674.55
1,,23110,23120,DIETAS Y LOCOMOCION PERSONAL SSB,,,500.0,500.0,354.41,354.41,354.41,,354.41,145.59
1,,23110,23300,OTRAS INDEMNIZACIONES PERSONAL SSB,,,0.0,0.0,1118.5,1118.5,1118.5,,1118.5,-1118.5
1,,23180,22104,VESTUARIO PERSONAL SAD,,,1800.0,1800.0,2144.77,2144.77,2144.77,,700.97,-344.77
1,,23180,22199,MATERIAL ESPECIFICO SAD,,,1000.0,1000.0,689.27,689.27,689.27,,689.27,310.73
1,,23180,23120,DIETAS Y LOCOMOCION PERSONAL SAD,,,5000.0,5000.0,5230.96,5230.96,5230.96,,5230.96,-230.96
1,,23180,23300,OTRAS INDEMNIZACIONES PERSONAL SAD,,,300.0,300.0,255.0,255.0,255.0,,255.0,45.0
1,,23910,22604,PERSONACION AYTO EN CASOS VIOLENCIA,,,0.0,10000.0,0.0,0.0,0.0,,0.0,10000.0
1,,23910,22699,PROGRAMA CONVIVENCIA,,,20000.0,20000.0,13104.55,13104.55,13104.55,,9042.26,6895.45
1,,23910,22706,PLAN IGUALDAD,,,43000.0,43000.0,41511.35,41511.35,37993.15,,35002.03,1488.65
1,,23910,22799,VIOLENCIA GENERO,,,20000.0,26050.0,12093.67,12093.67,12093.67,,11433.87,13956.33
1,,23990,21200,CONSERVACION EDIFICIO CAF,,,5000.0,5000.0,3111.95,3111.95,3111.95,,3107.11,1888.05
1,,23990,22000,MATERIAL OFICINA CAF,,,0.0,0.0,2264.8,2264.8,2264.8,,2145.98,-2264.8
1,,23990,22100,ENERGIA ELECTRICA EDIFICIO CAF,,,10000.0,10000.0,9306.04,9306.04,9306.04,,7928.06,693.96
1,,23990,22101,AGUA EDIFICIO CAF,,,1800.0,1800.0,1686.56,1686.56,1686.56,,1400.04,113.44
1,,23990,22104,VESTUARIO PENAS COMUNIDAD,,,400.0,400.0,0.0,0.0,0.0,,0.0,400.0
1,,23990,22110,PRODUCTOS HIGIENICOS EDIFICIO CAF,,,1000.0,1000.0,0.0,0.0,0.0,,0.0,1000.0
1,,23990,22200,TELEFONO FIJO CAF,,,2200.0,2200.0,2836.7,2836.7,2836.7,,2609.11,-636.7
1,,23990,22400,SEGURO EDIFICIO CAF,,,400.0,400.0,370.41,370.41,370.41,,370.41,29.59
1,,23990,22604,ASISTENCIA JURIDICA CAF,,,12000.0,12000.0,24000.0,24000.0,24000.0,,18000.0,-12000.0
1,,23990,22699,PROGRAMA TERCERA EDAD,,,9000.0,9000.0,6110.48,6110.48,6110.48,,6110.48,2889.52
1,,23990,22799,GESTION CENTRO CAF,,,0.0,315600.0,315611.19,315611.19,315611.19,,315611.19,-11.19
1,,24120,22104,VESTUARIO EMPLEO SOCIAL PROTEGIDO,,,5000.0,5000.0,3683.77,3683.77,3683.77,,3672.03,1316.23
1,,24120,22199,MATERIAL EMPLEO SOCIAL PROTEGIDO,,,1000.0,1000.0,2170.62,2170.62,2170.62,,1967.18,-1170.62
1,,24190,22706,PROGRAMAS  FOMENTO DE EMPLEO,,,30000.0,30000.0,28687.62,28687.62,28687.62,,25145.95,1312.38
1,,24190,23120,LOCOMOCION PERSONAL EMPLEO,,,300.0,300.0,56.7,56.7,56.7,,56.7,243.3
1,,31100,22113,RECOGIDA DE ANIMALES,,,500.0,500.0,537.4,537.4,537.4,,537.4,-37.4
1,,31100,22709,SERVICIOS DE DESRATIZACION,,,3000.0,3000.0,2926.33,2926.33,2926.33,,2926.33,73.67
1,,31210,21200,CONSERVACION CONSULTORIO MEDICO,,,3500.0,3500.0,3027.62,3027.62,3006.83,,3006.83,472.38
1,,31210,22100,ENERGIA ELECTRICA CONSULTORIO MEDICO,,,4000.0,4000.0,3329.6,3329.6,3329.6,,3329.6,670.4
1,,31210,22101,AGUA EDIFICIO CONSULTORIO MEDICO,,,1200.0,1200.0,1486.03,1486.03,1486.03,,1280.05,-286.03
1,,31210,22102,GAS EDIFICIO CONSULTORIO MEDICO,,,6000.0,6000.0,4843.7,4843.7,4843.7,,4061.62,1156.3
1,,31210,22200,TELEFONO Y ALARMAS CONSULTORIO MEDICO,,,2500.0,2500.0,3508.11,3508.11,3508.11,,3007.56,-1008.11
1,,31210,22400,SEGURO CONSULTORIO MEDICO,,,300.0,300.0,293.93,293.93,293.93,,293.93,6.07
1,,32310,20200,ALQUILER CENTRO 0-3 EGUES II,,,20000.0,20000.0,19341.66,19341.66,19341.66,,17714.91,658.34
1,,32310,21200,CONSERVACION CENTROS 0-3 AÑOS,,,10000.0,10000.0,6264.01,6264.01,6264.01,,4780.64,3735.99
1,,32310,22100,ENERGIA ELECTRICA CENTROS 0-3,,,11000.0,11000.0,11289.59,11289.59,11289.59,,10265.54,-289.59
1,,32310,22101,AGUA CENTROS 0-3,,,5200.0,5200.0,4301.8,4301.8,4301.8,,3391.97,898.2
1,,32310,22102,GAS CENTROS 0-3,,,18000.0,18000.0,15054.16,15054.16,15054.16,,12890.19,2945.84
1,,32310,22199,MATERIAL DIVERSO CENTROS 0-3,,,0.0,0.0,666.29,666.29,666.29,,666.29,-666.29
1,,32310,22200,TELEFONO FIJO Y ALARMAS CENTROS 0-3,,,4800.0,4800.0,3966.88,3966.88,3966.88,,3632.93,833.12
1,,32310,22400,SEGURO EDIFICIOS CENTROS 0-3,,,1100.0,1100.0,1063.62,1063.62,1063.62,,1063.62,36.38
1,,32320,21200,CONSERVACION COLEGIO PUBL.SARRIGUREN,,,12000.0,12000.0,14908.5,14908.5,14706.54,,12383.36,-2908.5
1,,32320,22100,ENERGIA ELECTRICA COLEGIO PUBL.SARRIGURE,,,40000.0,40000.0,24378.94,24378.94,24378.94,,21549.67,15621.06
1,,32320,22101,AGUA EDIFICIO COLEGIO PUBL. SARRIGUREN,,,10000.0,10000.0,11951.76,11951.76,11951.76,,9596.14,-1951.76
1,,32320,22102,GAS EDIFICIO COLEGIO PUBL.SARRIGUREN,,,55000.0,55000.0,47263.17,47263.17,47263.17,,41339.72,7736.83
1,,32320,22104,VESTUARIO PERSONAL CP SARRIGUREN,,,1000.0,1000.0,231.07,231.07,231.07,,231.07,768.93
1,,32320,22110,PRODUCTOS HIGIENICOS COLEGIO PUBL SARRIG,,,2700.0,2700.0,817.85,817.85,817.85,,817.85,1882.15
1,,32320,22200,TELEFONO Y ALARMAS COLEGIO PUBL SARRIG,,,6000.0,6000.0,8548.81,8548.81,8548.81,,8233.32,-2548.81
1,,32320,22400,SEGURO C.P. SARRIGUREN,,,700.0,700.0,2399.2,2399.2,2399.2,,2399.2,-1699.2
1,,32610,21200,CONSERVACION EDIFICIO ESCUELA MUSICA,,,5000.0,5000.0,2637.91,2637.91,2575.54,,2564.04,2362.09
1,,32610,21900,"CONSERVACION INSTRUMENTOS,EQUIPOS TECNIC",,,2500.0,2500.0,1772.69,1772.69,1772.69,,1443.23,727.31
1,,32610,22000,MATERIAL OFICINA ESCUELA MUSICA,,,2000.0,2000.0,1928.33,1928.33,1928.33,,1928.33,71.67
1,,32610,22100,ENERGIA ELECTRICA ESCUELA MUSICA,,,4500.0,4500.0,4257.15,4257.15,4257.15,,3773.74,242.85
1,,32610,22101,AGUA EDIFICIO ESCUELA MUSICA,,,1300.0,1300.0,1261.86,1261.86,1261.86,,847.5,38.14
1,,32610,22102,GAS EDIFICIO ESCUELA MUSICA,,,6000.0,6000.0,5633.16,5633.16,5633.16,,4323.09,366.84
1,,32610,22110,PRODUCTOS HIGIENICOS ESCUELA MUSICA,,,600.0,600.0,0.0,0.0,0.0,,0.0,600.0
1,,32610,22199,MATERIAL DIDACTICO ESCUELA DE MUSICA,,,1500.0,1500.0,1526.97,1526.97,1526.97,,0.0,-26.97
1,,32610,22200,TELEFONO FIJO Y MOVIL ESCUELA MUSICA,,,2000.0,2000.0,2735.87,2735.87,2735.87,,2525.89,-735.87
1,,32610,22400,SEGURO EDIFICIO ESCUELA MUSICA,,,900.0,900.0,863.49,863.49,863.49,,863.49,36.51
1,,32610,22601,ATENCIONES PROTOCOLARIAS DE ESCUELA MUSI,,,2000.0,2000.0,2275.99,2275.99,2275.99,,1811.44,-275.99
1,,32610,22750,ACTIVIDADES ESCUELA DE MUSICA,,,2300.0,2300.0,2296.0,2296.0,2296.0,,2175.0,4.0
1,,32610,23120,LOCOMOCION PERSONAL ESC. MUSICA,,,200.0,200.0,44.4,44.4,44.4,,44.4,155.6
1,,33210,21200,CONSERVACION EDIFICIO BIBLIOTECA,,,4000.0,4000.0,1800.9,1800.9,1800.9,,1709.28,2199.1
1,,33210,22000,MATERIAL LUDOTECA,,,4500.0,4500.0,1028.86,1028.86,1028.86,,1028.86,3471.14
1,,33210,22100,ENERGIA ELECTRICA BIBLIOTECA,,,7000.0,7000.0,6081.78,6081.78,6081.78,,4678.51,918.22
1,,33210,22101,AGUA BIBLIOTECA,,,600.0,600.0,354.98,354.98,354.98,,214.39,245.02
1,,33210,22102,GAS EDIFICIO BIBLIOTECA,,,8000.0,8000.0,5208.69,5208.69,5208.69,,4359.89,2791.31
1,,33210,22199,MATERIAL BIBLIOTECA,,,5000.0,5000.0,3719.83,3719.83,3719.83,,3719.83,1280.17
1,,33210,22200,TELEFONO FIJO E INTERNET BIBLIOTECA,,,2500.0,2500.0,2981.08,2981.08,2981.08,,2661.73,-481.08
1,,33210,22750,ACTIVIDADES DE BIBLIOTECA Y LUDOTECA,,,8000.0,8000.0,8535.83,8535.83,8535.83,,6938.08,-535.83
1,,33210,22799,CAMPAÑA APERTURA BIBLIOTECA,,,0.0,5000.0,5046.05,5046.05,5046.05,,5046.05,-46.05
1,,33400,20200,ALQUILER LOCALES ACTIVIDADES CULTURALES,,,1600.0,1600.0,0.0,0.0,0.0,,0.0,1600.0
1,,33400,21200,CONSERVACION ED.IGLESIA PUEBLO VIEJO,,,0.0,0.0,267.6,267.6,267.6,,0.0,-267.6
1,,33400,22200,TELEFONO COORDINADORA CULTURA,,,700.0,700.0,927.4,927.4,927.4,,921.58,-227.4
1,,33400,22602,PUBLICIDAD CARTELES MUPIS,,,600.0,600.0,501.09,501.09,501.09,,0.0,98.91
1,,33400,22606,CURSOS SOCIOCULTURALES,,,48000.0,48000.0,46215.33,46215.33,39199.86,,32586.76,1784.67
1,,33400,22750,ACTIVIDADES CULTURALES,,,80000.0,80000.0,81200.38,81200.38,81200.38,,75530.8,-1200.38
1,,33400,22799,ACTUACIONES COMPARSA DE GIGANTES,,,2500.0,2500.0,1250.0,1250.0,1250.0,,1250.0,1250.0
1,,33400,23120,DIETAS Y LOCOMOCION PERSONAL CULTURA,,,0.0,0.0,225.65,225.65,225.65,,225.65,-225.65
1,,33401,22799,CICLO DE TEATRO,,,17500.0,17500.0,1145.2,1145.2,1145.2,,1145.2,16354.8
1,,33500,22602,PUBLICIDAD EUSKERA,,,500.0,500.0,876.0,876.0,876.0,,876.0,-376.0
1,,33500,22699,ACCIONES COORDINADAS OTRAS AAPP,,,4000.0,4000.0,2004.13,2004.13,2004.13,,2004.13,1995.87
1,,33500,22799,ACTIVIDADES DE NORMALIZACION EUSKERA,,,23000.0,23000.0,22561.85,22561.85,22561.85,,19241.17,438.15
1,,33700,22799,CAMPAMENTOS DE VERANO,,,35000.0,35000.0,23677.94,23677.94,23677.94,,23677.94,11322.06
1,,33701,22620,DIA Y SEMANA DE LA JUVENTUD,,,15000.0,22000.0,16019.67,16019.67,15425.67,,12717.59,5980.33
1,,33701,22750,PROGRAMA Y SEMANA DE LA CIENCIA,,,15000.0,15000.0,10650.35,10650.35,10650.35,,10323.37,4349.65
1,,33800,22199,OTROS GASTOS FIESTAS POPULARES,,,2000.0,2000.0,6747.52,6747.52,6747.52,,6747.52,-4747.52
1,,33800,22699,COMPRA DE GIGANTES GOMA,,,7000.0,7000.0,1762.5,1762.5,1762.5,,0.0,5237.5
1,,33801,22620,DIA DEL VALLE,,,5000.0,5000.0,4964.11,4964.11,4964.11,,4964.11,35.89
1,,33802,22620,GASTOS FIESTAS GORRAIZ,,,27000.0,27000.0,26284.82,26284.82,26284.82,,26284.82,715.18
1,,33803,22620,GASTOS FIESTAS USTARROZ,,,1800.0,1800.0,1700.0,1700.0,1700.0,,1700.0,100.0
1,,33804,22620,ROMERIA DE SAN PEDRO MARTIR,,,2000.0,2000.0,1910.68,1910.68,1910.68,,1910.68,89.32
1,,33805,22620,GASTOS FIESTAS SARRIGUREN,,,50000.0,50000.0,52127.87,52127.87,52127.87,,52127.87,-2127.87
1,,34100,21200,CONSERVACION INSTALACIONES DEPORTIVAS,,,6000.0,6000.0,628.33,628.33,628.33,,508.43,5371.67
1,,34100,22200,TELEFONO FIJO Y MOVIL DEPORTES,,,1250.0,1250.0,1368.88,1368.88,1368.88,,1278.58,-118.88
1,,34100,22740,ACTIVIDADES DEPORTIVAS Y EVENTOS DEPORTI,,,18000.0,25500.0,27595.13,27595.13,26085.08,,21768.66,-2095.13
1,,34100,22799,VUELTA PAMPLONA,,,7000.0,7000.0,6000.0,6000.0,6000.0,,6000.0,1000.0
1,,34100,23120,DIETAS Y LOCOMOCION PERSONAL DEPORTE,,,0.0,0.0,52.8,52.8,52.8,,52.8,-52.8
1,,34101,21200,CONSERVACION BAR PISCINAS,,,2500.0,2500.0,3324.53,3324.53,3324.53,,3291.01,-824.53
1,,34101,22100,ENERGIA ELECTRICA EN BAR CD SARRIGUREN,,,16000.0,16000.0,14578.08,14578.08,14578.08,,13285.85,1421.92
1,,34101,22101,AGUA EN BAR CD SARRIGUREN,,,2200.0,2200.0,2512.85,2512.85,2512.85,,1678.45,-312.85
1,,34101,22102,GAS BAR CD SARRIGUREN,,,4000.0,4000.0,2820.57,2820.57,2820.57,,2595.95,1179.43
1,,43300,21000,MANTENIMIENTO CIUDAD INNOVACION SARRIGUR,,,10000.0,10000.0,8475.84,8475.84,8475.84,,6356.88,1524.16
1,,43300,21200,CONSERVACION EDIFICIO VIVERO EMPRESAS,,,2000.0,2000.0,2172.85,2172.85,2172.85,,2053.0,-172.85
1,,43300,22100,ENERGIA ELECTRICA EDIFICIO VIVERO EMPRES,,,2500.0,2500.0,2581.06,2581.06,2581.06,,2333.12,-81.06
1,,43300,22101,AGUA EDIFICIO VIVERO EMPRESAS,,,300.0,300.0,229.64,229.64,229.64,,143.26,70.36
1,,43300,22103,GASOIL EDIFICIO VIVERO EMPRESAS,,,1200.0,1200.0,1410.54,1410.54,1410.54,,1410.54,-210.54
1,,43300,22200,TELEFONO VIVERO EMPRESAS,,,1000.0,1000.0,762.23,762.23,762.23,,697.18,237.77
1,,43300,22400,SEGURO EDIF. VIVERO EMPRESAS,,,400.0,400.0,328.83,328.83,328.83,,328.83,71.17
1,,43301,21000,MANTENIMIENTO POLIGONOS INDUSTRIALES,,,11000.0,7000.0,6527.6,6527.6,6527.6,,4623.31,472.4
1,,44110,22730,TRANSPORTE PUBLICO,,,50000.0,55000.0,54849.98,54849.98,54849.98,,49952.4,150.02
1,,91200,22200,TELEFONO ALCALDIA,,,1000.0,1000.0,1027.49,1027.49,1027.49,,1027.49,-27.49
1,,91200,23100,DIETAS Y LOCOMOCION ALCALDIA,,,1000.0,1000.0,598.95,598.95,598.95,,598.95,401.05
1,,91201,22200,TELEFONOS CONCEJALES,,,3000.0,3000.0,2657.63,2657.63,2657.63,,2657.63,342.37
1,,91201,23100,DIETAS E INDEMNIZACIONES CONCEJALES,,,45000.0,44000.0,39219.45,39219.45,39219.45,,39219.45,4780.55
1,,92000,20200,ARRENDAMIENTO LOCALES TRIB. SELECCIÓN,,,1000.0,1000.0,0.0,0.0,0.0,,0.0,1000.0
1,,92000,21200,CONSERVACION EDIFICIO CASA CONSISTORIAL,,,20000.0,40000.0,36044.0,36044.0,35972.72,,32777.97,3956.0
1,,92000,21400,MANTENIMIENTO MEDIOS LOCOMOCION SERV.GRA,,,600.0,600.0,0.0,0.0,0.0,,0.0,600.0
1,,92000,21600,MANTENIMIENTO EQUIPOS OFICINAS,,,4000.0,4000.0,7122.8,7122.8,7122.8,,6867.16,-3122.8
1,,92000,22000,MATERIAL OFICINA AYUNTAMIENTO,,,12000.0,12000.0,12352.87,12352.87,12352.87,,11784.73,-352.87
1,,92000,22001,LIBROS Y SUSCRIPCIONES LEGISLATIVAS,,,8000.0,8000.0,7888.37,7888.37,7888.37,,7888.37,111.63
1,,92000,22002,MATERIAL NO INVENTARIABLE OFICINAS,,,1200.0,1200.0,1089.76,1089.76,1089.76,,1089.76,110.24
1,,92000,22100,ENERGIA ELECTRICA CASA CONSISTORIAL,,,47100.0,47100.0,53134.02,53134.02,53134.02,,50396.73,-6034.02
1,,92000,22101,AGUA CASA CONSISTORIAL,,,1600.0,1600.0,1626.2,1626.2,1626.2,,1368.47,-26.2
1,,92000,22102,GAS CASA CONSISTORIAL,,,30000.0,28500.0,27381.64,27381.64,27381.64,,24299.93,1118.36
1,,92000,22103,COMBUSTIBLE VEHICULOS SERV.GRALES,,,1000.0,1000.0,811.18,811.18,811.18,,704.44,188.82
1,,92000,22106,PRODUCTOS FARMACEUTICOS,,,200.0,200.0,85.32,85.32,85.32,,85.32,114.68
1,,92000,22110,PRODUCTOS HIGIENICOS CASA CONSISTORIAL,,,2000.0,2000.0,76.67,76.67,76.67,,76.67,1923.33
1,,92000,22200,TELEFONO CASA CONSISTORIAL,,,10000.0,7000.0,7970.78,7970.78,7970.78,,7662.44,-970.78
1,,92000,22201,SERVICIO POSTAL AYUNTAMIENTO,,,20000.0,20000.0,24772.57,24772.57,24772.57,,19631.62,-4772.57
1,,92000,22300,GASTOS DE TRANSPORTES Y ENVIOS,,,3000.0,3000.0,1693.0,1693.0,1693.0,,1152.24,1307.0
1,,92000,22400,SEGURO RC Y DE EDIFICIOS MUNICIPALES,,,12400.0,12400.0,9849.69,9849.69,9849.69,,9849.69,2550.31
1,,92000,22601,ATENCIONES PROTOCOLARIAS,,,6000.0,6000.0,6803.62,6803.62,6803.62,,5140.98,-803.62
1,,92000,22602,"PUBLICIDAD PRENSA,SUSCRIP.REVISTAS Y ACT",,,20000.0,20000.0,20084.18,20084.18,20084.18,,18309.11,-84.18
1,,92000,22604,GASTOS JURIDICOS E INFORMES,,,12000.0,12000.0,30256.41,30256.41,30256.41,,27704.85,-18256.41
1,,92000,22606,CONSEJO DE PARTICIPACION CIUDADANA,,,10000.0,10000.0,0.0,0.0,0.0,,0.0,10000.0
1,,92000,22699,ACTUALIZACION PAGINA WEB,,,1500.0,1500.0,0.0,0.0,0.0,,0.0,1500.0
1,,92000,22709,GASTOS DE ENTERRAMIENTOS,,,1500.0,1500.0,312.85,312.85,312.85,,312.85,1187.15
1,,92000,22770,ASESORIA LABORAL,,,15000.0,15000.0,13982.76,13982.76,13982.76,,11652.3,1017.24
1,,92000,23120,DIETAS Y LOCOMOCION PERSONAL SERV. GRAL,,,1000.0,1000.0,28.1,28.1,28.1,,28.1,971.9
1,,92000,23300,OTRAS INDEMNIZACIONES PERSONAL ADMON,,,1000.0,1000.0,2306.45,2306.45,2306.45,,2306.45,-1306.45
1,,92000,25000,SERVICIOS INFORMATICOS ENCOMIENDA ANIMSA,,,65000.0,62000.0,60112.81,60112.81,60112.81,,60112.81,1887.19
1,,92001,21200,CONSERV OTROS EDIFICIOS Y BIENES MUNIC,,,8000.0,8000.0,13149.98,13149.98,13149.98,,13149.98,-5149.98
1,,92001,22000,MATERIAL JUZGADO PAZ,,,1000.0,1000.0,354.41,354.41,354.41,,354.41,645.59
1,,92001,22100,ENERGIA ELECTRICA OTROS EDIF MUNICIPALES,,,1000.0,1000.0,794.01,794.01,794.01,,794.01,205.99
1,,92001,22101,AGUA OTROS EDIFICIOS PUBLICOS,,,1000.0,1000.0,782.23,782.23,782.23,,523.65,217.77
1,,92001,22400,BOLSA SEGUROS VEHICULOS,,,6000.0,6000.0,310.82,310.82,310.82,,0.0,5689.18
1,,92001,22401,SEGURO OTROS EDIFICIOS E INMUEBLES,,,600.0,600.0,608.71,608.71,608.71,,608.71,-8.71
1,,92002,22400,INDEMNIZACIONES SINIESTROS,,,3000.0,3000.0,27.65,27.65,27.65,,27.65,2972.35
1,,92400,22706,AREA DE TRANSPARENCIA Y PARTICIPACION,,,38000.0,61509.0,37396.54,37396.54,16221.54,,8469.07,24112.46
1,,93100,22604,COMISIONES Y SERVICIOS BANCARIOS,,,2500.0,2500.0,1742.25,1742.25,1742.25,,1742.25,757.75
1,,93100,23120,LOCOMOCION PERSONAL HACIENDA,,,0.0,0.0,24.65,24.65,24.65,,24.65,-24.65
1,,93200,22602,GASTO DE ENVIOS DE TRIBUTOS,,,14000.0,14000.0,13707.58,13707.58,13707.58,,13707.58,292.42
1,,93200,22706,MANTENIMIENTO CATASTRO,,,7200.0,7200.0,7257.41,7257.41,7257.41,,6949.55,-57.41
1,,93200,22708,GESTION DE COBROS MULTAS,,,130000.0,129000.0,95562.67,95562.67,95562.67,,84782.66,33437.33
1,,93200,22799,PLAN DE REGULARIZACION FISCAL,,,3000.0,800.0,486.48,486.48,486.48,,486.48,313.52
1,,93201,22708,GESTION DE COBROS AGENCIA EJECUTIVA,,,50000.0,80000.0,69950.9,69950.9,69950.9,,46175.86,10049.1
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,2,GASTOS CORRIENTES EN BIENES Y SERVICIOS.,,,,2559250.0,3021209.0,2798036.72,2798036.72,2763589.67,,2498747.65,223172.28
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,93100,35200,INTERESES DE DEMORA,,,300.0,300.0,0.0,0.0,0.0,,0.0,300.0
1,,93400,31100,GASTOS FORMALIZACION PRESTAMO IDAE,,,0.0,1000.0,1031.18,1031.18,1031.18,,1031.18,-31.18
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,3,GASTOS FINANCIEROS.,,,,300.0,1300.0,1031.18,1031.18,1031.18,,1031.18,268.82
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,13210,48200,CONVENIO POLICIAS COMARCA,,,500.0,500.0,400.0,400.0,400.0,,400.0,100.0
1,,15220,48200,APORTACION A LA ORVE,,,2000.0,2000.0,1106.7,1106.7,1106.7,,1106.7,893.3
1,,16900,44900,ENCOMIENDA LIMPIEZA NAVE SERV.MULTIPLES,,,4000.0,6200.0,6200.0,6200.0,5699.95,,5097.5,0.0
1,,17100,44900,LIMPIEZA NAVE JARDINERIA,,,4000.0,8200.0,8200.0,8200.0,7628.78,,6885.88,0.0
1,,17100,48200,CUOTA FORESNA Y RED NELS,,,1500.0,3000.0,2542.34,2542.34,2542.34,,2542.34,457.66
1,,23110,48000,AYUDAS EXTRAORDINARIAS SSB,,,95000.0,95000.0,69130.74,69130.74,69130.74,,67832.89,25869.26
1,,23110,48900,AYUDAS BECA COMEDOR,,,45000.0,45000.0,49333.62,49333.62,49333.62,,49333.62,-4333.62
1,,23111,48000,AYUDAS BONOTAXI,,,14000.0,14000.0,6415.39,6415.39,6415.39,,6415.39,7584.61
1,,23111,48200,SUBVENCIONES A COLECTIVOS SOCIALES,,,40000.0,40000.0,38560.39,38560.39,38560.39,,19280.21,1439.61
