#N. Registro,Fecha Reg.,Tipo,Tercero,Importe,IVA,Descripción
2016007871.0,2016-05-02,ADO1,VIGUETAS NAVARRAS S.L.  ,62.22,0.0,40 LOSAS BICAPA+PALET DE MADERA HUERTAS
2016007928.0,2016-05-02,ADO1,FERRETERIA BERRIAINZ  ,946.35,0.0,FLEJE EN ROLLO+CIERRE ABRAZADERA+RAMPA PARA SUBIR  MAQUINARIA A CAMION
2016007929.0,2016-04-27,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,1068.32,0.0,MONITOR HP23 ALCALDE+PORTATIL HP 650+CARE PACK TECNICA EMPLEO
2016007935.0,2016-04-29,ADO1,RELOJERIA INDUSTRIAL SAN MARTIN SL  ,140.66,0.0,INSTALACION SIST.BT50 FICHADOR EN PORTATIL
2016007962.0,2016-05-04,O1,ADNOT  KARINE,252.0,0.0,"8 SESIONESX1,5 HORAS CLASES FRANCES A1 ABRIL                                                                            "
2016007968.0,2016-05-03,ADO1,PROYECTO LUZ  ,80.47,0.0,30 LAMPARAS FH ESCUELA MUSICA
2016007984.0,2016-05-02,ADO1,VILLA MIRANDA VIVEROS SL  ,90.59,0.0,61 VIBURNUM TINUS JARDINES
2016007992.0,2016-04-27,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,157.97,0.0,LICENCIA WINDOWS 10 (J.YOLDI)
2016007993.0,2016-04-26,ADO1,FERNANDEZ BEAUMONT FELIPE (ALFEFLOR),337.41,0.0,3 ATADURAS TL+MALLA ANTIGERMINATE JARDINES
2016008006.0,2016-05-03,ADO1,"GUREAK NAVARRA, S.L.U  ",385.86,0.0,MANIPULADO Y REPARTO CARTA DIA DEL MAYOR
2016008025.0,2016-05-03,O1,DISTRIVISUAL (MANTENIMIENTO LIMPIEZAS)  ,21816.57,0.0,LIMPIEZA EDIFICIOS MUNICIPALES ABRIL
2016008036.0,2016-05-03,O1,DISTRIVISUAL (MANTENIMIENTO LIMPIEZAS)  ,3084.05,0.0,LIMPIEZA COLEGIO NUEVO ABRIL
2016008041.0,2016-04-28,ADO1,IRIARTE ALONSO JORGE,217.8,0.0,6 CARTELES PARA MUPIS E INSTALACION DIA DEL MAYOR
2016008047.0,2016-05-03,O1,CONSTRUCCIONES JUAN BAUTISTA FLORES S.A.  ,1601.13,0.0,ARRENDAMIENTO GUARDERIA MAYO
2016008048.0,2016-05-04,ADO1,BERLYS CORPORACION ALIMENTARIA SA  ,424.2,0.0,LUNCH SAN PEDRO MARTIR
2016008050.0,2016-05-05,ADO1,EDUCACONTINUUM SLL-AGINTZARI S.COOP DE INICIATIVA SOCIAL UTE ,60175.98,0.0,SERVICIO GUARDERIA ABRIL 2016
2016008051.0,2016-05-05,ADO1,LACALLE USTARROZ JOSE FELIX,163.79,0.0,VI JUEGOS EUROPEOS POLICIAS: EQUIPACION AG.POL. JF LACALLE
2016008055.0,2016-05-05,ADO1,LACALLE USTARROZ JOSE FELIX,441.0,0.0,VI JUEGOS EUROPEOS POLICIAS: HOTEL 7 DIAS HUELVA AG.POL. JF LACALLE
2016008057.0,2016-05-05,ADO1,LACALLE USTARROZ JOSE FELIX,100.0,0.0,VI JUEGOS EUROPEOS POLICIAS:INSCRIPCION AG.POL. JF LACALLE
2016008096.0,2016-05-04,ADO1,NAVAR PRODUCCIONES  ,544.5,0.0,ALQUILER HINCHABLES PEDRO MARTIR
2016008576.0,2016-05-06,ADO1,FERNANDEZ BEAUMONT FELIPE (ALFEFLOR),290.31,0.0,ECOTRAVIESA PINO+HUMUS (JARDINES)
2016008577.0,2016-05-05,ADO1,SYS AGROSAL  ,183.74,0.0,COMPO ABONO CESPED+ESCARIFICADOR+PISTOLA+ROSAL
2016008580.0,2016-05-06,ADO1,CORREOS Y TELEGRAFOS  ,3409.4,0.0,SERVICIO CORREOS ABRIL (INCLUYE VIALINE)
2016008581.0,2016-05-05,ADO1,NAVARRA DE SUELO Y VIVIENDA S.A.  ,5404.83,0.0,CONSUMO 8046 MT AGUA RIEGO+COSTE FIJO TRIM. PARA LAGO
2016008582.0,2016-05-06,ADO1,UNZUE E HIJOS S.L.  ,566.65,0.0,"CBIO EJE DIRECC, MACHETE,PORTALIMAS,CORREA, LIMPIAR CARBURADOR JARDINES                                                 "
2016008584.0,2016-05-07,ADO1,SERVICIOS DE LA COMARCA DE PAMPLONA  ,2128.41,0.0,RECEBO+COMPOST VEGETAL+COMPOSTO JARDINES Y HUERTAS
2016008585.0,2016-05-09,ADO1,EGEA OLANO JESUS MARIA,36.3,0.0,ARREGLO PINCHAZOS BARREDORA SM
2016008586.0,2016-05-10,ADO1,CARNICERIA IRIGUIBEL S.L.  ,254.74,0.0,LUNCH SAN PEDRO MARTIR
2016008587.0,2016-05-02,ADO1,IRIGUIBEL DISTRIBUCIONES S.L.  ,125.61,0.0,PAPEL HIGIENICO Y TOALLA DE MANOS CAF
2016008588.0,2016-05-04,ADO1,AUTOMOCION MENDILLORRI S.A.L.  ,100.81,0.0,DESMONTAR CARTER Y ACEITE PEUGEOT EXPERT POLICIA
2016008589.0,2016-05-04,ADO1,AUTOMOCION MENDILLORRI S.A.L.  ,449.47,0.0,CBIO KIT DISTRIBUCION Y ACEITE DACIA DUSTER POLICIA
2016008590.0,2016-05-04,ADO1,AUTOMOCION MENDILLORRI S.A.L.  ,188.66,0.0,CBIO KIT RODAMIENTO RUEDA TRASERA DACIA DUSTER POLICIA
2016008591.0,2016-05-04,ADO1,AUTOMOCION MENDILLORRI S.A.L.  ,42.65,0.0,REVISION FRENO MANO CITROEN C4 PICASSO POLICIA
2016008592.0,2016-05-06,ADO1,"GESTION AMBIENTAL DE NAVARRA, S.A.U.  ",1512.5,0.0,8 INFORMES LICENCIA ACTIVIDAD MARZO-ABRIL
2016008593.0,2016-05-04,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,381.96,0.0,5 CARTUCHOS G POLITICOS+1 CARTUCHO DEPORTES+4 TONER ALCADIA
2016008595.0,2016-05-10,ADO1,SEGURIDAD SISTEMAS NAVARRA S.A.  ,813.12,0.0,2 ALTAVOCES+INSTALACION EN SALA REUNIONES
2016008596.0,2016-05-03,ADO1,"SERVICIOS CULTURALES OKEI, SL  ",2625.7,0.0,GRABACION+EDICION 2 VUELOS DRON ELIA
2016008597.0,2016-05-09,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,2178.0,0.0,IMPLANTACION FACE (PROGRAMA REGISTRO TELEMATICO FACTURAS)
2016008598.0,2016-05-06,ADO1,TROFEOS NAVARRA  ,145.2,0.0,2 PLACAS NEKANE LAZCANO+DIEGO REYERO DIA DE LAS POLICIAS
2016008604.0,2016-05-06,ADO1,GARCIA ERRO MIGUEL ANGEL,1896.88,0.0,MAT.CURSO Y TAQUILLAS HUERTOS IGUALDAD+BANDEJAS Y TRANSPALETA BCO ALIM.MAT NUEVO TAJO ESP
2016008605.0,2016-05-06,ADO1,GARCIA ERRO MIGUEL ANGEL,194.34,0.0,AZADAS+TENAZA+ROSETA+LLAVES+PINTURA
2016008606.0,2016-05-12,ADO1,"LOARRE MENSAJEROS, S.L.U  (MRW)",244.21,0.0,SERVICIO TRANSPORTE ABRIL 2016
2016008607.0,2016-05-12,ADO1,GIL ESPINOSA Mª PILAR,224.9,0.0,SERVICIOS PODOLOGA PRESTADOS MAYO 2016
2016008609.0,2016-05-12,ADO1,SERVICIOS DE LA COMARCA DE PAMPLONA  ,12917.02,0.0,CONVENIO AMPLIACION ABASTECIMIENTO (90 HUERTAS+3 AREAS DESCANSO+1 VIVERO)
2016008633.0,2016-05-12,ADO1,ZURICH INSURANCE PLC  ,1298.13,0.0,POLIZA SEGURO EDIFICIO 11-05-16 A 30-06-16(HASTA NUEVA ADJUDI)
2016008634.0,2016-05-12,ADO1,ZURICH INSURANCE PLC  ,1196.59,0.0,POLIZA SEGURO RC 11-05-16 A 30-06-16 (HASTA NUEVA ADJUDIC)
2016008635.0,2016-05-11,ADO1,CRUZ ROJA ESPAÑOLA  ,315.0,0.0,ASISTENCIA SANITARIA TORNEO FUTBOL  30/03/16
2016008636.0,2016-05-11,ADO1,TROFEOS NAVARRA  ,242.0,0.0,4 PLACAS CRISTAL XII FESTIVAL EUROPEO ESC. MUSICA
2016008637.0,2016-05-11,ADO1,AUZOLAN LIBURUDENDA  ,362.9,0.0,24 LIBROS BIBLIOTECA-LUDOTECA ABRIL
2016008638.0,2016-05-12,ADO1,ELUDAKAR  ,97.58,0.0,CAMBIO FILTROS+PASTILLAS FRENO EXPERT PM
2016008639.0,2016-05-12,ADO1,HUMICLIMA NORTE S.A.  ,437.5,91.88,MANTENIMIENTO CALEFACCION BAR PISCINAS 2 TRIMESTRE
2016008640.0,2016-05-11,ADO1,"GRUAS ABAYA, S.L.  ",142.65,0.0,RETIRADA 1 VEHICULO ABRIL+1/2 TASA POR DESPLAZAMIENTO
2016008698.0,2016-05-12,ADO1,SUMUN EQUIPAMIENTOS  ,2135.71,0.0,12 POLAR INVIERNO+3 POLAR ENTRETIEMPO+5 CHALECOS
2016008700.0,2016-05-16,ADO1,ASOCIACION SARRIGUREN SOLIDARIA  ,479.77,0.0,ORGANIZACION II CARRERA SOLIDARIA SARRIGUREN
2016008707.0,2016-05-16,ADO1,COMERCIAL PIROTECNIA FIESTA  ,245.51,0.0,MATERIAL PIROTECNICO DIA CONCEJOS (TORO FUEGO+2 COHETES)
2016008708.0,2016-05-13,ADO1,FONSECA BUS SL  ,385.0,0.0,EXCURSION GRANJA LEZAUN 50 PERSONAS (SEMANA MEDIOAMBIENTAL)
2016008709.0,2016-05-12,ADO1,ALQUIBALAT S.L.  ,1452.0,0.0,ALQUILER 2 WC PORTATIL FIESTAS SARRIGUREN (10-12 JUNIO)
2016008710.0,2016-05-10,ADO1,IRIARTE ALONSO JORGE,217.8,0.0,6 MUPIS ACTIVIDADES VERANO
2016008711.0,2016-05-10,O1,COSIN RETA ORREAGA,180.0,0.0,6 HORAS DANZAS ADULTOS ABRIL(30 € HORA)
2016008715.0,2016-05-09,O1,TITOS ARREDONDO ISABEL,252.0,0.0,12 HORAS CLASES FRANCES B1 ABRIL ( 21€ HORA)
2016008721.0,2016-05-16,ADO1,PLANYCOP  ,60.0,0.0,100 CARTELES DIA DEL VALLE
2016008722.0,2016-05-11,ADO1,UNSAIN S.L. SOCIDAD UNIPERSONAL.RENAULT  ,37.32,0.0,REPARACION ROTURA MANECILLA DACIA PM
2016008723.0,2016-05-12,ADO1,ASOCIACION NAFARROAKO TOPAGUNEA EUSKARA  ,1250.0,0.0,1º PARTE PROGRAMA MINTZAKIDE (GRUPOS CONVERSACION EUSKERA)
2016008724.0,2016-05-16,ADO1,CANON COPIADORAS DE NAVARRA S.L.  ,482.37,0.0,4 CARTUCHOS CAF
2016008725.0,2016-05-16,ADO1,HUARTE GRAFICA S.A.L.  ,232.32,0.0,480 CARPETAS COLOR SERVICIOS JURIDICOS + 480 IGUALDAD
2016008726.0,2016-05-16,ADO1,"DINAFAX, S.L.  ",116.06,0.0,10.658 COPIAS BN IMPRESORA PLANTA 1 (FIN 311.921) 21/04-11/05
2016008728.0,2016-05-17,O1,LARUMBE PASCUAL ENEKO,620.13,0.0,FEB A ABRIL MANTENIMIENTO DE REDES TV GORRAIZ Y EGÜÉS AÑO 2016 (CTO 31/7/13)
2016008729.0,2016-05-17,ADO1,LARUMBE PASCUAL ENEKO,143.99,0.0,SUSTITUCION CAMARA SEGURIDAD SALA ESPERA SSB
2016008733.0,2016-05-17,ADO1,"REGENAUTO, S.A.  ",10.55,0.0,INTERRUPTORES FRENO MEGANE Y RENAULT JARDINES
2016008734.0,2016-05-17,ADO1,LARUMBE PASCUAL ENEKO,318.23,0.0,MONITORIZACION EN PM DE NUEVA CAMARA SEGURIDAD SSB
2016008735.0,2016-05-17,ADO1,IDM MEDICAL  ,147.62,0.0,2 ELECTRODOS DESFIBRILADOR
2016008736.0,2016-05-17,ADO1,SUMUN EQUIPAMIENTOS  ,62.99,0.0,4 GALONES+6 CALCETINES PM
2016008737.0,2016-05-17,ADO1,SYS AGROSAL  ,39.96,0.0,CESPED CLASSIC 5 KG
2016008738.0,2016-05-16,ADO1,FERNANDEZ BEAUMONT FELIPE (ALFEFLOR),750.75,0.0,5 L BIOFERTILIZANTE Y 20 TRAVIESA 260CM P INFANTIL GORRAIZ Y ALMACEN
2016008739.0,2016-05-16,ADO1,UNZUE E HIJOS S.L.  ,848.36,0.0,CARCASA+PALNCA+CARRETE AUTOCUT+BUJIAS+ACEITE
2016008740.0,2016-05-16,ADO1,DENDA BRICOLAJE S.L.  ,342.21,0.0,MANOMETRO+ARQUETAS+VALVULA+CODO RIEGO
2016008741.0,2016-05-17,ADO1,LAVANDERIA BLANCO  ,252.64,0.0,LIMPIEZA VESTUARIO JARDINES ABRIL
2016008742.0,2016-05-17,ADO1,VALENZUELA HNOS.  ,33.0,0.0,CAMBIO FILTRO AIRE Y BUJIA
2016008743.0,2016-05-16,ADO1,JUPER DALYS S.L.  ,1329.96,0.0,7 BOTAS GORETEX+24 CALCETINES+12 CAMISETAS+16 PANTALON+13 POLOS
2016008744.0,2016-05-16,ADO1,JUPER DALYS S.L.  ,91.05,0.0,1 BOTA GORETEX JARDINES
2016008745.0,2016-05-13,ADO1,VH MAQUINARIA SL  ,15.78,0.0,CAMBIO FILTROS
2016008746.0,2016-05-18,ADO1,ETXEBERRIA GOÑI ALFONSO,70.7,0.0,DIETAS VIAJE A LLEIDA EXP.HNAS URIZ ALCALDE Y JOSEBA
2016008747.0,2016-05-17,O1,CLEN COLLEGE  ,4200.0,0.0,"112 HORAS CLASES INGLES ABRIL (37,5€)                                                                                   "
2016008748.0,2016-05-11,ADO1,ROTULOS LAVIN.  ,70.18,0.0,REDISEÑAR E IMPRIMIR VINILO ESPECIES INVASORAS LAGO
2016008749.0,2016-05-18,ADO1,"JANGARRIA,S.L.U.  ",119.07,0.0,MONITORES APYMA 8 MARZO CP IGUALDAD
2016008750.0,2016-05-12,ADO1,IRAOLA,129.0,0.0,CARGAR AGUA+LIMPIEZA FOSA SEPTICA HUERTAS
2016008751.0,2016-05-11,ADO1,"ARTE VERDE NAVARRA, S.L  ",172.37,0.0,120 MACETAS+16 COTONEASTER DIA DEL ARBOL 9-10 ABRIL
2016008752.0,2016-05-11,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,267.86,0.0,5 TICKETS 247 L S/P 95  GASOLINA JARDINES
2016008753.0,2016-05-17,ADO1,DISNAVAL S.L.  ,233.09,0.0,2 RUEDAS FURGONETA SM
2016008754.0,2016-05-17,ADO1,PREFABRICADOS LIZAUR S.L.  ,427.13,0.0,POZO+CONO+PATES+JUNTA ARQUETA DESAGUES ESC MUSIC
2016008755.0,2016-05-10,ADO1,CONFECCIONES LA INDUSTRIAL NAVARRA S.L.  ,20.03,0.0,1 CHAQUETA+1 IMPRESION VESTUARIO CP
2016008756.0,2016-05-16,ADO1,TALLERES COBOS AUTOMOCION S.L.  ,629.77,0.0,SUSTITUIR INYECTOR Y LATIGUILLO BARREDORA GRANDE
2016008757.0,2016-05-17,ADO1,"SIGNOS VIALES, S.L.  ",56.3,0.0,PLACA+SEÑAL APARCAMIENTO MOTOS POLIDEPORTIVO SARRIGUREN
2016008758.0,2016-05-13,ADO1,ELECNOR S.A.  ,1755.17,0.0,SUSTITUCION CABEZA Y BRAZO FAROLA EN ZALDOKO (GORRAIZ)
2016008759.0,2016-05-11,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,126.19,0.0,4 TICKETS 116 L GASOLINA 95  ABRIL SM
2016008760.0,2016-05-10,ADO1,CONFECCIONES LA INDUSTRIAL NAVARRA S.L.  ,532.35,0.0,4 CAMISA+8 PANTALON+33 CALCETIN+8 CINTURON+2 POLO+15 CAMISETA+IMPRESION CONSERJES
2016008761.0,2016-05-11,ADO1,SICAL  ,250.28,0.0,LATERAL D700+LATERAL D500 CEPILLOS BARREDORA SM
2016008762.0,2016-05-17,ADO1,DISNAVAL S.L.  ,72.59,0.0,CERA TRANPARENTE BANCO ESCUELA MIUSICA
2016008763.0,2016-05-12,ADO1,VIZCAY HNOS. S.A.  ,581.09,0.0,CEMENTO+ARENA+HORMIGON+GRAVA
2016008768.0,2016-05-12,ADO2,TRABAJOS CATASTRALES S.A.  ,2086.25,0.0,TRABAJO REALIZADO ENERO-FEBRERO-MARZO 16
2016008769.0,2016-05-13,ADO1,VIALINE GESTION SL  ,7900.49,0.0,GESTION SANCIONES ABRIL
2016008770.0,2016-05-13,ADO1,VIALINE GESTION SL  ,813.41,0.0,EJECUTIVA SANCIONES ABRIL
2016008774.0,2016-05-13,ADO1,VIALINE GESTION SL  ,1182.88,0.0,SERVICIOS EJECUTIVA ABRIL
2016008775.0,2016-05-10,O1,URBASER SA  ,14274.18,0.0,MANTENIMIENTO ZONAS VERDES VALLE ABRIL 16
2016008776.0,2016-04-22,ADO1,LARUMBE PASCUAL ENEKO,460.82,0.0,REPARACION EQUIPO AMILIFICAC GORRAIZ+FILTRADO SEÑAL(CBIO PROCESADOR)
2016008778.0,2016-05-16,ADO1,JUPER DALYS S.L.  ,1071.06,0.0,8 BOTAS+19 CALCETINES+1 CAMISETA+ 14 PANTALONES ESP
2016008779.0,2016-05-17,ADO1,LARUMBE PASCUAL ENEKO,70.42,0.0,FILTRO ANTENAS URBANIZACION EGUES PARA EVITAR INTERFERENCIAS 4G
2016009077.0,2016-05-16,ADO1,COMERCIAL PIROTECNIA FIESTA  ,36.91,0.0,COHETES DIA DEL MAYOR
2016009078.0,2016-05-16,ADO1,SANCHEZ CANS CARLOS,968.0,0.0,ORQUESTA DIA DEL MAYOR
2016009079.0,2016-05-18,ADO1,FISIO MEDICA ACTUAL SL  ,100.66,0.0,3 BATAS SEÑORA MANGA CORTA SERV ATENCION DOMICILIARIA
2016009080.0,2016-05-19,O1,BEZUNARTEA OROZ ELENA,480.0,0.0,16 HORAS CLASES PINTURA ABRIL 2016
2016009081.0,2016-05-24,ADO1,JUPER DALYS S.L.  ,300.23,0.0,ESP 1 BOTA GORETEX+2 CALCETIN+1FORRO+2PANTALON+4 POLOS+1 TRAJE AGUA
2016009104.0,2016-05-11,ADO1,ROTULOS LAVIN.  ,96.8,0.0,VINILO SOBRE CRISTAL SERVICIO JOVEN EDIFICIO CAF
2016009128.0,2016-05-24,ADO1,MONTERREY GLOBAL SL  ,368.97,0.0,33 LIBROS BIBLIOTECA
2016009147.0,2016-05-24,ADO1,NAVARRA INTROPAN  ,290.4,0.0,3 PLACAS DIA DEL MAYOR
2016009656.0,2016-05-19,ADO1,TELETAXI SAN FERMIN  ,300.99,0.0,TELE TAXI BADOSTAIN ABRIL
2016009673.0,2016-05-25,ADO1,"COMUNIDAD FORAL DE NAVARRA (CULTURA, TURISMO, RELACIONES INSTITUCIONALES ",22655.0,0.0,CUOTA TELEFONO 012
2016009674.0,2016-05-25,ADO1,ROSON VITORIA IBAI,72.48,0.0,BATERIA MOTO PM
2016009696.0,2016-05-24,ADO1,ALDAZ ECHARRI S.A.  ,69.7,0.0,64 KG CORRUGADO BANCALES CURSO HUERTAS MUJERES
2016009714.0,2016-05-25,ADO1,ESPECTACULOS ITURRAMA S.L  ,423.5,0.0,ACTUACION MARIACHI ROBERTO URRUTIA ELIA DIA CONCEJOS
2016009725.0,2016-05-25,ADO1,PANADERIA MIRAVALLES S.L.  ,74.82,0.0,85 BARRAS PAN DIA CONCEJOS
2016009760.0,2016-05-26,ADO1,"ARSENAL S.L. ""CASA PUNTOS""  ",758.01,0.0,50 BALAS 9MMP PM
2016009762.0,2016-05-24,ADO1,HUARTE GRAFICA S.A.L.  ,1376.38,0.0,"1000 DIPTICOS+150 CARTELES+2500 GUIAS ""POR UNAS FIESTAS LIBRES DE AGRESIONES""                                           "
2016009763.0,2016-05-26,ADO1,HOTEL EUROSTARS GRAN MADRID  ,252.01,0.0,2 HABITACIONES ETXEBERRIA Y A ZUBELDIA VIAJE GUADALAJARA ALUMBRAD.PUBL
2016009764.0,2016-05-20,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,300.87,0.0,ESCANER EPSON WORKFORCE DS-520 ASUN CIORDIA SSB
2016009765.0,2016-05-25,O1,PAUMA SL  ,35067.91,0.0,SERVICIO ATENCION FAMILIAS MAYO CAF
2016009766.0,2016-05-23,ADO1,JUPER DALYS S.L.  ,1087.77,0.0,ESP 1 BOTA+3 CALCETIN+11 FORROS+4 PANTALON+40 POLOS+5 TRAJE AGUA ESP
2016009767.0,2016-05-20,ADO1,PAUMA SL  ,242.0,0.0,SERVICIO ENVEJECIMIENTO ACTIVO (ABRIL)
2016009768.0,2016-05-25,ADO1,PAUMA SL  ,242.0,0.0,SERVICIO ENVEJECIMIENTO ACTIVO MAYO
2016009769.0,2016-05-26,ADO1,AYUNTAMIENTO DE ORKOIEN  ,5.0,0.0,PARTE DE DISEÑO FOLLETOS CAMPAMENTOS EUSKERA
2016009770.0,2016-05-27,ADO1,JAUKIKOA PASCAL ROBERTO,2450.0,0.0,CURSO DESBROZADORA Y MOTOSIERRA ESP
2016009771.0,2016-05-27,ADO1,MARTINEZ AGORRETA BEGOÑA,189.58,0.0,HORAS TRIBUNAL CONTRATACION PROFESOR CLARINETE
2016009773.0,2016-05-25,ADO1,COMERCIAL MAQUELSA PAMPLONA 2008 S.L  (MAQUELSA),30.42,0.0,2301 COPIAS IMPRESORA OAC 25/04-23/05 (ULTIMO A4 235.564-T1 145.632)
2016009775.0,2016-05-22,ADO1,SUMUN EQUIPAMIENTOS  ,313.49,0.0,10 PORTAGUANTES+ 69 CALCETINES PM
2016009776.0,2016-05-27,ADO1,AYUNTAMIENTO DE VILLAVA  ,3000.0,0.0,CESION CARPA 1-15 JUNIO FIESTAS
2016009813.0,2016-05-19,O1,LARUMBE PASCUAL ENEKO,332.75,0.0,2ª CUOTA MANTENIMIENTO VIDEOVIGILANCIA GORRAIZ Y EGÜÉS
2016009814.0,2016-05-17,ADO1,"CONFEIRUÑA, S.L.  ",300.41,0.0,4 PANTALON+10 GUANTES+17 GAFAS+2 GORRAS ESP + 1 BOTA SM
2016009815.0,2016-05-10,ADO1,IRUÑA CONTENEDORES  ,327.8,0.0,2 TRANSPORTE+CAMBIO CONTENEDOR+GESTION RESIDUOS ABRIL
2016009816.0,2016-05-20,O1,"SERVICIOS NAVARRA DE MANTENIMIENTO, S.L (SERNAMAN) ",1425.0,0.0,MANTENIMIENTO CALEFACCION EDIF.MUNICIPALES MAYO
2016009817.0,2016-05-19,ADO1,"DINAFAX, S.L.  ",110.46,0.0,10143 COPIAS IMPRESORA ESC MUSICA (FIN 180957) 24-02 A 18-05
2016009818.0,2016-05-24,ADO1,SOLA VIRTO GREGORIO,981.84,0.0,PROYECTO TRABAJOS FORESTALES CAMPAÑA SUBVENCIONES 2016
2016009819.0,2016-05-19,ADO1,"VICTOR PEREZ,AGRICOLA S.L.  ",6.18,0.0,CAMBIO HOJA LIMPIAPARABRISAS JOHN DEERE JARDINES
2016009821.0,2016-05-19,ADO1,UNZUE E HIJOS S.L.  ,108.9,0.0,ALQUILER MOTOAZADA HUERTAS
2016009822.0,2016-05-19,ADO1,VIVEROS VALDORBA ECHAPARE GONZALEZ CESAR Y LEZAUN INDURAIN MARIA PILAR,215.05,0.0,60 ROMEROS+60 LAVANDAS+50 TOMILLOS+60 SALVIAS
2016009823.0,2016-05-20,O1,VERMICAN SOLUCIONES DE COMPOSTAJE SL  ,1058.75,0.0,ASISTENCIA TECNICA HUERTOS URBANOS MARZO
2016009824.0,2016-05-20,O1,VERMICAN SOLUCIONES DE COMPOSTAJE SL  ,1058.75,0.0,ASISTENCIA TECNICA HUERTOS URBANOS ABRIL
2016009825.0,2016-05-25,ADO1,OCHOA LACAR HERMANOS S.L.  ,394.29,0.0,VALVULA GESTRA+JUNTA KLINGERIT RIEGOS
2016009826.0,2016-05-30,ADO1,EROSKI S.COOP.  ,106.23,0.0,2 TICKETS DVD+CHUCHERIAS  PREMIOS DIA DEL LIBRO
2016009827.0,2016-05-30,ADO1,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A. ",63.58,0.0,MATERIAL LUDOTECA 4 TICKETS: DIA+MULTIPRECIO+ULZAMA LA TIENDA SL+FARMACIA VALLEJOS
2016009828.0,2016-05-30,ADO1,INTERSPORT IRABIA S.L.  ,918.15,0.0,10 CAMISETA+5 SUDADERA+4 PIRATA+5 PANTALON+5 CALCETIN SAD
2016009829.0,2016-05-27,ADO1,"ZUAZU 2001, S.L. (CARNICERIAS ZUAZU) ",178.53,0.0,30  CHISTORRAS DIA CONCEJOS
2016009834.0,2016-05-30,O1,TITOS ARREDONDO ISABEL,189.0,0.0,9 HORAS CURSO FRANCES B1 MAYO 2016  21€ HORA
2016009843.0,2016-05-27,ADO1,GAITEROS DE SARRIGUREN  ,210.0,0.0,ACTUACION FIESTAS TXANTREA POR ACTUACION GAITEROS TXANTREA EN SARRIGUREN
2016009844.0,2016-05-11,ADO1,EXTINIRUÑA S.L.  ,326.56,15.9,63 PILAS DETECTORES ROBO CAF+3 BATERIA BAR+1 BATERIA ANTIGUO AYTO
2016009876.0,2016-05-19,ADO1,ESPECTACULOS ITURRAMA S.L  ,968.0,0.0,ACTUACION JOTEROS DIA DEL MAYOR
2016009889.0,2016-05-30,ADO1,HUARTE GRAFICA S.A.L.  ,76.23,0.0,75 CARTELES PRESENTACION GIGANTES
2016009904.0,2016-06-01,ADO1,CATERING SARAYOLA S.L.L.  ,2423.3,0.0,COMIDA DIA DEL MAYOR
2016009915.0,2016-05-26,ADO1,GRAFICAS ALZATE  ,326.7,0.0,"100 CARTELES ACTIVIDADES VERANO (CULTURA, DEPORTES, SSB)                                                                "
2016009916.0,2016-05-31,ADO1,EUSKALDUNON BILTOKI  ,65.34,0.0,"TRADUCCION ""RED DE CIUDADES POR LA BICICLETA""                                                                           "
2016009917.0,2016-05-26,ADO1,"GARRALDA LARUMBE, ASCENSIONY MARGARITA  ",157.0,0.0,10 CENTROS+10 RAMOS DIA DEL MAYOR
2016009918.0,2016-05-30,ADO1,RICOH ESPAÑA SLU  ,215.85,0.0,COPIAS POLICIA MARZO. BN 2122 COPIAS (FIN 76397) 2119 COLOR (FIN 48082)
2016009919.0,2016-05-30,ADO1,RICOH ESPAÑA SLU  ,237.11,0.0,COPIAS POLICIA ABRIL. BN 2093 COPIAS (FIN 78490) 2367 COLOR (FIN 50449)
2016009921.0,2016-05-30,ADO1,ARRIZABAL ELKARTEA S.L.  ,108.74,0.0,100 TUBOS FLECTORES MOTOR BOMBA AGUA+PIEZA FIJACION BARREDORA SM
2016009922.0,2016-05-30,ADO1,EXTINIRUÑA S.L.  ,439.23,0.0,CENTRAL SEGURIDAD ALMACEN S.M
2016009924.0,2016-06-03,ADO1,HAZI FUNDAZIOA  ,36.0,0.0,"CURSO JAUNTXO YOLDI PATOLOGIAS, CONTROL BIOLOGICO                                                                       "
2016009925.0,2016-06-01,ADO1,ELUDAKAR  ,23.68,0.0,3 FILTROS PARA VEHICULOS JARDINES
2016009926.0,2016-05-19,ADO1,ARRE MOTOR S.A.  ,509.36,0.0,SUSTITUCION ZAPATAS FRENO CAMION JARDINES
2016009927.0,2016-05-31,ADO1,UNZUE E HIJOS S.L.  ,799.21,0.0,COMPRA DESBROZADORA
2016009928.0,2016-05-30,ADO1,MAINATE SA  ,3.57,0.0,IMAN PUERTA NAVE JARDINES
2016009929.0,2016-06-01,ADO1,REPRONET  ,9.1,0.0,PLANO PLOTER COLOR URBANISMO MODIF. RIPAGAINA
