#N. Registro,Fecha Reg.,Tipo,Tercero,Importe,IVA,Descripción
2017005470.0,2017-04-04,ADO1,BELEN ALVAREZ DISTRIBUCION Y GESTION DE  ,181.5,0.0,TALLER PLASTICO MEDIO AMBIENTE SEMANA MEDIOAMBIENTAL
2017005490.0,2017-03-20,ADO1,SANCHEZ CANS CARLOS,1058.75,0.0,ESPECTACULO MAGIA 19/03 PROGRAMA ITINERANTE INFANTIL
2017005495.0,2017-04-04,ADO1,"ARTE VERDE NAVARRA, S.L  ",223.28,0.0,8 RIBES+3 RUBUS+4 VACINIUM+10 FRUTALES HUERTA CP
2017005579.0,2017-04-01,ADO1,SANCHEZ INCHAUSTI FERNANDO,903.98,0.0,10 SILLAS CON PALA ESC MUSIC+125 CARPETAS COLGANTE SSB+PILAS+40 ROTULADOR
2017005580.0,2017-03-26,ADO1,SALTOKI SUMINISTROS ELECTRICOS SL  ,1741.09,0.0,8 LAMPARAS LED BAÑOS ESC MUSICA
2017005581.0,2017-04-05,ADO1,BAG,177.92,0.0,REPARTO 8000 REVISTAS ZE BERRI
2017005582.0,2017-03-27,ADO1,DIARIO DE NAVARRA  ,14.0,0.0,SUSCRIPCION ANUAL REVISTA CONOCER NAVARRA
2017005583.0,2017-04-04,ADO1,DUIN  ,50.0,0.0,RECOGIDA E INCINERACION GATO 28/03
2017005584.0,2017-03-27,ADO1,"LOARRE MENSAJEROS, S.L.U  (MRW)",201.38,0.0,SERVICIO MENSAJERIA FEBRERO
2017005585.0,2017-04-03,ADO1,REPRONET  ,71.03,0.0,COPIAS PROYECTO INGETUR EGUES
2017005586.0,2017-03-30,ADO1,HUARTE GRAFICA S.A.L.  ,263.78,0.0,100 CARTELES LEARN+1 SELLO AYTO+3 SELLOS RECIBI PM
2017005737.0,2017-04-04,ADO1,"GUREAK NAVARRA, S.L.U  ",2322.16,0.0,IMPRESION+MANIPULADO+REPARTO IMPUESTO CIRCULACION
2017005738.0,2017-03-30,O1,OBYSUR  ,16448.26,0.0,3 PASOS PEATONALES SOBREELEVADOSEN RIPAGAINA Y SARRIGUREN
2017005739.0,2017-03-30,ADO1,IRIGUIBEL DISTRIBUCIONES S.L.  ,60.48,0.0,30 PAQUETES BOLSAS NEGRAS SM
2017005742.0,2017-03-30,ADO1,IRIGUIBEL DISTRIBUCIONES S.L.  ,18.15,0.0,5 LT DESENGRASANTE (LIMPIAR CALLE POR ROTURA MAQUINA)
2017005747.0,2017-03-21,ADO1,MADERAS OZCOIDI  ,60.27,0.0,AGLOMERADO BALDAS ARMARIO CP URIZ
2017005755.0,2017-04-03,ADO1,FERRETERIA BERRIAINZ  ,1547.46,0.0,"20 ALARGADERAS Y REGLETAS,BOTES AGLOMERADO V.CICLISTA ARREGLO MARTILLO                                                  "
2017005759.0,2017-04-03,ADO1,HISPANOFIL  ,6.04,0.0,INTERRUPTOR+TECLA LUZ DESPACHO ALCALDIA
2017005760.0,2017-04-03,ADO1,HISPANOFIL  ,7.97,0.0,PULSADOR TIMBRE POLICIA
2017005761.0,2017-04-03,ADO1,HISPANOFIL  ,69.3,0.0,TIMBRE RECEPTOR+EMISOR PUERTA PRINCIPAL AYTO
2017005764.0,2017-04-03,ADO1,HISPANOFIL  ,116.14,0.0,400 BRIDAS NEGRAS+500 BRIDAS INTERIOR LETREROS Y PANCARTA VUELTA CICLISTA
2017005766.0,2017-04-04,ADO1,MADERPLAY S.L.  ,40.84,0.0,ASIENTO PLANO PARQUE IBIRICU
2017005767.0,2017-04-04,ADO1,NACOHI  ,19.84,0.0,LATIGUILLO BARREDORA
2017005768.0,2017-04-06,ADO1,EGEA OLANO JESUS MARIA,72.6,0.0,2 RUEDA GIRAR BARREDORA+2 ARREGLO PINCHAZO PM
2017005769.0,2017-04-05,ADO1,ACUMULADORES NAVARRA SL  ,17.18,0.0,ACEITE SOPLADORA SM
2017005770.0,2017-04-05,ADO1,"REGENAUTO, S.A.  ",90.1,0.0,ACEITE BARREDORA+ZAPATAS BARREDORA+ROTULAS MITSUBISHI
2017005771.0,2017-04-04,O1,ORONA S. COOP  ,399.3,0.0,CONTRATO MANTENIMIENTO ASCENSOR CP LIZARRAGA  04/17 -06/17
2017005772.0,2017-04-04,O1,ORONA S. COOP  ,337.59,0.0,CONTRATO MANTENIMIENTO ASCENSOR CP URIZ  04/17 -06/17
2017005773.0,2017-04-05,ADO1,IRUÑA CONTENEDORES  ,327.8,0.0,TRANSPORTE MARZO 2 CONTENEDORES
2017005777.0,2017-04-06,ADO1,ALMACENES MURAZPI  ,257.44,0.0,CUBO CONSTRUCCION+PINTURAS+LAPICES COLOR+DIN A4 COLORES
2017005226.0,2017-03-30,ADO1,FONSECA BUS SL  ,1500.0,0.0,VIAJE 58 PERSONA  INTERCAMBIO ESC.MUSC. SABADELL-PORT AVENTURA
2017005809.0,2017-03-31,ADO1,GESPORT S.L.  ,20.19,0.0,1 CHALECO JUAN CARLOS NAUSIA ESP
2017005810.0,2017-04-05,ADO1,LA PUERTA ROJA TEATRO-ATE GORRIA  ,600.0,0.0,REPRESENTACION OBRA POR LA ESPALDA MARISTAS 19/02
2017005812.0,2017-04-04,O1,ADNOT  KARINE,813.75,0.0,"23,2 HORAS CLASES FRANCES A1 Y A2 MARZO A 35€                                                                           "
2017005813.0,2017-03-29,ADO1,ZIRIKAZIRKUS SL  ,1573.0,0.0,ESPECTACULO 26/03 PROGRAMA ITINERANTE INFANTIL
2017005814.0,2017-04-05,ADO1,LA MANDUCA DE GORRAIZ  ,232.8,0.0,185 HUEVOS 29/03/2017
2017005815.0,2017-04-06,ADO1,PLANYCOP  ,199.65,0.0,3 IMPRESION+ENCUADERNAR INFORME PROCESO PARTICIPATIVO PREVIO AL PUM
2017005816.0,2017-04-07,ADO1,"MEDIA MARKT CORDOVILLA-PAMPLONA VIDEO-TV HIFI-COPUTER, SA ",158.0,0.0,2 CAMARAS FOTOS PARA LLEVAR EN COCHES PM
2017005833.0,2017-04-08,ADO1,ENTIDAD DE CONSERVACIÓN PLAN PARCIAL EGU  ,1346.03,0.0,GASTOS POL.CONSERV EGUES 1º TRIM 2017. NAVE SM Y OTRAS PARCELAS
2017005834.0,2017-04-07,ADO1,TELETAXI SAN FERMIN  ,257.99,0.0,SERVICION TAXI BADOSTAIN MARZO. 24 VIAJES (6 FIN DE SEMANA)
2017005835.0,2017-04-07,ADO1,GLARIA ESTUDIO ARQUITECTURA SL  ,3025.0,0.0,ANTEPROYECTO PUEBLO VIEJO SARRIGUREN
2017005836.0,2017-04-07,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,15486.89,0.0,GESTION APLICACIONES INFORMATICAS 2 TRIMESTRE
2017005837.0,2017-03-20,ADO1,ELECNOR S.A.  ,923.36,0.0,MANO OBRA INSTALAR FOCOS LED FRONTON EGUES
2017005840.0,2017-03-20,ADO1,ELECNOR S.A.  ,347.96,0.0,REVISION ELECTRICA Y REP AVERIA POR AGUA CARPA IBIRIKU-EGUES CARNAVAL
2017005841.0,2017-04-07,O1,DINDAIA FUNDAZIOA  ,359.05,0.0,EUSKAL DANTZAK INFANTILES 1 TRIMESTRE
2017005843.0,2017-04-04,ADO1,RADIOPOPULAR DE BILBAO  ,408.98,0.0,26 CUÑAS PROMOCION VALLE DURANTE RETRANSMISION VUELTA PAIS VASCO
2017005844.0,2017-04-03,ADO1,ROTULOS LAVIN.  ,529.98,0.0,2 LONAS SALIDA VUELTA+2 LONAS APARCAMIENTO
2017005845.0,2017-03-27,ADO1,ENTIDAD CONSERVACION P. IND. EGÜES SEC-A  ,463.8,0.0,PREV.GTOS 2017 Y AJUSTE DE 2016 POL.ENT. CONSERV. (POL NAVE JARDINES)
2017005846.0,2017-03-31,O1,"COMPAÑIA NAVARRA DE AUTOBUSES, S.A. CONDA ",4277.58,0.0,MANTENIMIENTO TRANSPORTE CONDA ENERO
2017005847.0,2017-03-31,O1,"COMPAÑIA NAVARRA DE AUTOBUSES, S.A. CONDA ",4277.58,0.0,MANTENIMIENTO TRANSPORTE CONDA FEBRERO
2017005848.0,2017-03-31,O1,"COMPAÑIA NAVARRA DE AUTOBUSES, S.A. CONDA ",4277.58,0.0,MANTENIMIENTO TRANSPORTE CONDA MARZO
2017005849.0,2017-03-28,ADO1,LARUMBE PASCUAL ENEKO,56.87,0.0,RECONFIGURACION TECLADO PUERTA CP
2017005850.0,2017-03-28,ADO1,LARUMBE PASCUAL ENEKO,515.04,0.0,SUSTITUIR CENTRAL RECEPTORA FIBRA C/SUSABIDE
2017005851.0,2017-03-15,ADO1,SEGURIDAD SISTEMAS NAVARRA S.A.  ,45846.9,0.0,INSTALACION EQUIPAMIENTO AUDIOVISUAL SALON PLENO Y COMISIONES
2017005933.0,2017-04-07,ADO1,DINDAIA FUNDAZIOA  ,92.8,0.0,SERVICIO GUARDERIA PARA TALLER CUENTACUENTOS ADULTOS IGUALITARIOS 15/12/2016
2017005934.0,2017-04-06,ADO1,CORREOS Y TELEGRAFOS  ,7838.25,0.0,SERVICIO CORREOS MARZO
2017005935.0,2017-03-29,ADO1,ROTULOS LAVIN.  ,2565.2,0.0,LIMPIAR+COLOCAR MASCARA+PINTAR 4 CARPAS
2017005936.0,2017-04-07,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,471.56,0.0,10 TICKETS COMBUSTIBLE PM MARZO
2017005937.0,2017-04-10,ADO1,HIPERCOR S.A.  ,49.0,0.0,1 MICROONDAS BIBLIOTECA-LUDOTECA
2017005938.0,2017-04-10,ADO1,AYUNTAMIENTO DE NOAIN (VALLE DE ELORZ)  ,400.0,0.0,APORTACION ECONOMICA DIA POLICIA MUNICIPAL DE LA COMARCA
2017005939.0,2017-04-10,ADO1,CONFEDERACION HIDROGRAFICA DEL EBRO  ,131.96,0.0,CANON CONTROL DE VERTIDOS ERANSUS
2017005940.0,2017-04-10,ADO1,CONFEDERACION HIDROGRAFICA DEL EBRO  ,11.97,0.0,CANON CONTROL DE VERTIDOS ELIA
2017006117.0,2017-04-11,ADO1,"DINAFAX, S.L.  ",129.23,0.0,11.867 COPIAS BN IMPRESORA PLANTA 1 (FIN 445834) 14/03 A 06/04
2017006118.0,2017-04-11,ADO1,HEDA COMUNICACION  ,880.91,0.0,ZE BERRI? 124. EDICION 8.000 COPIAS
2017006119.0,2017-04-10,ADO1,ALAIZ  ,150.0,0.0,CHARLA ECONOMIA DOMESTICA Y GESTION DEL HOGAR
2017006120.0,2017-04-05,ADO1,"DINAFAX, S.L.  ",78.65,0.0,PRORROGA DE MANTENIMIENTO IMPRESORA ESC MUSICA 01/04-30/06
2017006121.0,2017-04-10,ADO1,COMAS BERRADRE IGNACIO ROMAN  ,490.68,0.0,2 BOTELLA GEL BACTERICIDA+4 SEÑALES Y TRIPODES PARA CORTAR CALLES
2017006122.0,2017-04-10,ADO1,WOLTERS KLUWER ESPAÑA S.A. ( LA LEY)  ,78.0,0.0,PUBLICACION LA IMPLANTACION ADMINISTRACION ELECTRONICA
2017006130.0,2017-04-11,ADO1,ROTULOS LAVIN.  ,60.5,0.0,2 ROTULACIONES Y COLOCACION EN CASCOS PM
2017006131.0,2017-04-05,ADO1,"DINAFAX, S.L.  ",78.65,0.0,2 TRIMESTRE MANTENIMIENTO IMPRESORA 2 PLANTA
2017006132.0,2017-04-05,ADO1,"DINAFAX, S.L.  ",78.65,0.0,2 TRIMESTRE MANTENIMIENTO IMPRESORA 1º PLANTA
2017006133.0,2017-04-11,ADO1,"GRUAS ABAYA, S.L.  ",77.9,0.0,RETIRADA DE 1 VEHICULO MARZO
2017006134.0,2017-04-11,ADO1,LA MANDUCA DE GORRAIZ  ,15.96,0.0,PIMIENTO+HUEVOS+MAYONESA TALLER COCINA CESTA BASICA
2017006135.0,2017-04-11,ADO1,LA MANDUCA DE GORRAIZ  ,2.46,0.0,CHAMPIÑONES+YOGUR TALLER COCINA CESTA BASICA
2017006136.0,2017-04-11,ADO1,ROTULOS LAVIN.  ,108.9,0.0,LONA FIESTAS LIBRES AGRESIONES SEXISTAS
2017006138.0,2017-04-04,O1,ORONA S. COOP  ,980.1,0.0,MANTENIMIENTO 2 ASCENSORES+PUERTA AUTOMATICA  AYTO 2 TRIMESTRE
2017006139.0,2017-04-12,ADO1,EXTINIRUÑA S.L.  ,4.82,0.0,LLAVE PULSADOR ANALOGICO CP LIZARRAGA
2017006141.0,2017-04-05,ADO1,ALVECON S.L.  ,232.32,0.0,ALQUILER CARRETILLA ELEVADORA 22-23/03 VUELTA CICLISTA
2017006142.0,2017-04-07,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,470.48,0.0,6 TICKETS COMBUSTIBLE SM MARZO
2017006143.0,2017-04-07,ADO1,DISNAVAL S.L.  ,179.08,0.0,2 BOTES 4 LT PINTURA PARA BANCOS Y PAPELERAS
2017006144.0,2017-04-10,ADO1,COMERCIAL TUBOFERRO S.L.  ,309.49,0.0,60 BARRAS REDONDO CORRUGADO CARRERA CICLISTA
2017006145.0,2017-04-12,ADO1,PREFABRICADOS ADYBOR SA  ,413.33,0.0,29 M2 ADOQUIN BADOSTAIN  VUELTA CICLISTA
2017006146.0,2017-04-12,ADO1,MADERAS VDA. DE ALDUNATE  ,24.2,0.0,10 SACOS SERRIN LIMPIEZA SUELOS
2017006147.0,2017-04-12,ADO1,MADERAS OZCOIDI  ,73.51,0.0,2 TABLERO CONTRACHAPADO PARA ARREGLOS PARQUES INFANTIL
2017006148.0,2017-04-03,ADO1,ROTULOS LAVIN.  ,1874.29,0.0,2000 M CINTA SEÑALIZACION CON ESCUDO AYTO
2017006149.0,2017-04-18,ADO1,ITARTE BELZARENA SANTOS IGNACIO,97.79,0.0,GAFAS SEGURIDAD JORGE BELZA SM
2017006150.0,2017-04-18,ADO1,SARRIBIKES SL  ,17.98,0.0,"2 CUBIERTAS 20"" CARRO LIMPIEZA SM                                                                                       "
2017006174.0,2017-04-18,ADO1,REVISIONES DE NAVARRA S.A.  ,37.05,0.0,ITV FURGONETA RENAULT KANGOO JARDINES
2017006188.0,2017-04-05,ADO1,GASOLEOS ARTAJONA SL  ,3070.9,0.0,2466 L GASOLEO SM+869 L GASOLEO JARDINES
2017006189.0,2017-04-06,ADO1,CONTENEDORES JOKIN S.L.  ,240.9,0.0,RETIRADA CONTENEDOR CAMPO FUTBOL HIERBA ARTIFICIAL
2017006190.0,2017-04-07,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,33.6,0.0,210 L SUSTRATO UNIVERSAL+GRASA+BULON
2017006201.0,2017-04-06,ADO1,VIZCAY HNOS. S.A.  ,644.28,0.0,75 KG ASFALTO EN FRIO CARRERA CICLISTA+4 LAMPARAS PELIGRO OBRAS+55 KG MORTERO JARDINES
2017006202.0,2017-04-05,ADO1,VIVEROS VALDORBA ECHAPARE GONZALEZ CESAR Y LEZAUN INDURAIN MARIA PILAR,123.31,0.0,200 MACETAS+210 PLANTEL GERANEO
2017006203.0,2017-04-05,ADO1,VIVEROS VALDORBA ECHAPARE GONZALEZ CESAR Y LEZAUN INDURAIN MARIA PILAR,146.3,0.0,25 HIPERICUM+30 POTENTILLA+15 COREOPSIS
2017006237.0,2017-04-05,ADO1,SERVICIOS DE LA COMARCA DE PAMPLONA  ,1109.46,0.0,TRANSPORTE MARZO RECEBO Y COMPOST
2017006244.0,2017-04-06,ADO1,IRAOLA-ARTETA S.L.  ,129.0,0.0,LIMPIEZA FOSA SEPTICA HUERTAS MARZO
2017006252.0,2017-04-06,O1,URBASER SA  ,15975.45,0.0,MANTENIMIENTO ZONAS VERDES MARZO
2017006256.0,2017-04-07,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,110.49,0.0,3 TICKETS COMBUSTIBLE JARDINES MARZO
2017006270.0,2017-04-07,ADO1,IMPROFORT  ,142.78,0.0,100 TUTORES ACACIA170 CM+25 TUTORES 100 CM
2017006284.0,2017-04-10,ADO1,DENDA BRICOLAJE S.L.  ,629.84,0.0,2 ARQUETAS+300 TUBO GOTEO+HILO SELLADOR
2017006296.0,2017-04-07,ADO1,FERRETERIA IRIGARAY  ,8.83,0.0,2 TRANSPLANTADORES
2017006297.0,2017-04-12,ADO1,"CERRAJERIA SUKOT, S.L.  ",72.6,0.0,2 MANDOS  A DISTANCIA NAVE JARDINES
2017006307.0,2017-04-12,ADO1,IRIGUIBEL DISTRIBUCIONES S.L.  ,6.38,0.0,DETERGENTE LIQUIDO SM
2017006308.0,2017-04-18,ADO1,VODAFONE ONO S.A.  ,57.79,0.0,SERV ROUTER+PREMIUN 4MBPS BIBLIOTECA MARZO
2017006309.0,2017-04-18,ADO1,PEREZ RUIZ ARANCHA,404.6,0.0,RECURSO DE APELACION 31/17 ICIOS HUARTE ART 68.2
2017006310.0,2017-04-18,ADO1,"DINAFAX, S.L.  ",104.65,0.0,9.610 COPIAS BN IMPRESORA PLANTA 2 (FIN 432030) 20-01/11-04-17
2017006312.0,2017-04-19,ADO1,ZAMORA GOMEZ JULIAN,535.0,0.0,2 CAMARAS PARA GRABACION ANIMALES+4 TARJETAS
2017006313.0,2017-04-19,ADO1,DE GREGORIO GARCIA ANA ELISA,21.83,0.0,INFORMACION REGISTRAL GURIMENDI OLAZ
2017006366.0,2017-04-12,ADO1,BATUTUM  ,150.0,0.0,ACTUACION CABALGATA 2017
2017006368.0,2017-04-11,ADO1,PAUMA SL  ,36.0,0.0,SALIDA A EXPOSICION EL CUERPO HUMANO ENVEJECIMIENTO ACTIVO
2017006369.0,2017-04-12,ADO1,"CONFEIRUÑA, S.L.  ",76.82,0.0,2 CAMISETAS+2 BOMBACHOS+1 SUDADERA+1 ZUECO ESP
2017006375.0,2017-04-07,ADO1,DEL COSO LIMOUSIN RENATA,1120.0,0.0,TALLER AUTOCONOCIMIENTO 16 HORAS A 70 EUROS
2017006390.0,2017-04-12,O1,ANDACELAY S.L.  ,74818.24,0.0,GESTION CENTROS 0-3 MARZO
2017006392.0,2017-04-12,O1,ANDACELAY S.L.  ,21150.28,0.0,ENCOMIENDA DE GESTION DE LIMPIEZAS DE EDIFICIOS MUNICIPALES
2017006562.0,2017-04-20,ADO1,SUMUN EQUIPAMIENTOS  ,2739.92,0.0,36 PANTALONES BIELASTICOS PM A 76€
2017006563.0,2017-04-20,ADO1,SUMUN EQUIPAMIENTOS  ,543.29,0.0,1 CHALECO ANTIBALAS PM
2017006564.0,2017-04-10,ADO1,"ZUAZU 2001, S.L. (CARNICERIAS ZUAZU) ",486.83,0.0,211 KG POLLO CESTA BASICA
2017006565.0,2017-04-19,ADO1,UNZUE E HIJOS S.L.  ,6.2,0.0,CIERRE PECTORAL ARNES ESP
2017006567.0,2017-04-20,ADO1,ALIAGA BERDONCES MANUEL,990.0,0.0,TEATRO 09/04 PROGRAMA ITINERANTE INFANTIL
2017006709.0,2017-04-18,ADO1,HUMICLIMA NORTE S.A.  ,553.4,116.21,MANTENIMIENTO CALEFACCION BAR PISCINAS
2017006712.0,2017-04-12,ADO1,FERNANDEZ Y ARISTU SERVICIOS HOSTELEROS SL ,295.01,0.0,APERITIVO GALA DEPORTE
2017006713.0,2017-04-12,ADO1,LIVESHOW  ,121.0,0.0,REPARACION FLAUTA TRAVESERA
2017007283.0,2017-04-25,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,200.72,0.0,4 CARTUCHOS SM+6 CARTUCHOS AYTO 2ª PLANTA
2017007284.0,2017-04-11,ADO1,"TRANSPORTES LIZARRALDEA, S.L.  ",319.44,0.0,TRANSPORTE DE ALIMENTOS ENVIO CRUZ ROJA
2017007286.0,2017-04-21,O1,TRABAJOS CATASTRALES S.A.  ,2436.67,0.0,PREMANTENIMIENTO CATASTRO ENERO 2017
2017007287.0,2017-04-21,O1,TRABAJOS CATASTRALES S.A.  ,867.91,0.0,MANTENIMIENTO CATASTRO FEBRERO 2017
2017007288.0,2017-04-21,ADO1,VIALINE GESTION SL  ,8555.04,0.0,GESTION SANCIONES MARZO
2017007289.0,2017-04-21,ADO1,VIALINE GESTION SL  ,2264.58,0.0,GESTION COBROS EJECUTIVA MARZO
2017007290.0,2017-04-21,ADO1,VIALINE GESTION SL  ,1352.19,0.0,COBROS MULTA EJECUTIVA MARZO
2017007308.0,2017-04-25,ADO1,IRIARTE ALONSO JORGE,326.7,0.0,9 MUPIS PRESUPUESTOS PARTICIPATIVOS
2017007309.0,2017-04-20,ADO1,ASOC. NAVARRA INFORMATICA MUNICIPAL S.A  ,21.0,0.0,ADAPTADOR WIRELESS PARA WIFI SALA SINDICATOS (CURSOS IDIOMAS)
2017007310.0,2017-04-25,ADO1,RUIZ CORRETGE AINHOA,400.0,0.0,TALLER CREACION TITERES LUDOTECA 20/04
2017007314.0,2017-04-19,O1,GIL ESPINOSA Mª PILAR,224.9,0.0,SERVICIOS PODOLOGIA ABRIL
2017007414.0,2017-04-27,ADO1,OTAEGUI GARCIA ALICIA,1050.0,0.0,JURADO Y APOYO II CONCURSO PROMOCION COMERCIAL
2017007415.0,2017-04-26,ADO1,TALLERES CLEMENTE S.I.  ,865.26,0.0,ARREGLO: 3 CORTACESPED+TRACTOR+MOTOAZADA+MULA
2017007416.0,2017-04-18,ADO1,UNZUE E HIJOS S.L.  ,174.54,0.0,1 ARNES+2 ROLLO NYLON+1 CUERDA  ARRANQUE
2017007417.0,2017-04-18,ADO1,ALDAZ ECHARRI S.A.  ,16.26,0.0,14 KG CORRUGADO 16 MM
2017007418.0,2017-04-19,ADO1,VIVEROS VALDORBA ECHAPARE GONZALEZ CESAR Y LEZAUN INDURAIN MARIA PILAR,52.8,0.0,40 CORONILLAS DE JARDIN
2017007419.0,2017-04-25,ADO1,IRAOLA-ARTETA S.L.  ,129.0,0.0,LIMPIEZA FOSA SEPTICA HUERTAS ABRIL
2017007420.0,2017-04-19,ADO1,VILLA MIRANDA VIVEROS SL  ,162.25,0.0,1 ACER GINNALA+1 PRUNUS SERRULATA
2017007421.0,2017-04-26,ADO1,URKOITIK  ,312.63,0.0,1 TEFLON+2 BRIDAS ACERO+2 ENLACE ROSCA+1 VALVULA
2017007422.0,2017-04-25,ADO1,VH MAQUINARIA SL  ,549.0,0.0,1 MOTOAZADA
2017007423.0,2017-04-26,ADO1,PAUMA SL  ,484.0,0.0,GESTION ENVEJECIMIENTO ACTIVO ABRIL
2017007424.0,2017-04-25,ADO1,CANON COPIADORAS DE NAVARRA S.L.  ,307.85,0.0,6834 COPIAS B/N+3626 COLOR SSB 14/03-20/04 (FIN 380806-4246-184718-12776)
2017007425.0,2017-04-24,ADO1,DISNAVAL S.L.  ,142.78,0.0,2 BOTES 25 LT DISOLVENTE UNIVERSAL MEZCLA PINTURA VIALES
2017007426.0,2017-04-24,ADO1,MADERPLAY S.L.  ,245.03,0.0,LARGUERO PARQUE GORRAIZ (CAMINO ARDANAZ)
2017007427.0,2017-04-06,ADO1,GESERLOCAL SL  ,1506.45,0.0,GESTION COBROS EJECUTIVA 1º TRIMESTRE
2017007466.0,2017-04-18,ADO1,PROYECTO LUZ  ,165.64,0.0,2 LUMINARIAS POLICIA+MEDIDOR DISTANCIA LASER
2017007467.0,2017-04-26,O1,PAUMA SL  ,35067.91,0.0,GESTION CAF ABRIL
2017007468.0,2017-04-18,ADO1,FERNANDEZ BEAUMONT FELIPE (ALFEFLOR),82.95,0.0,105 M2 MALLA ANTIGERMINANTE PARTERRES PARQUE JUAN PABLO II GORRAIZ
2017007581.0,2017-04-24,ADO1,LA MANDUCA DE GORRAIZ  ,248.65,0.0,189 HUEVOS CESTA BASICA+AGUA PARTIDO JUVENTUD
2017007582.0,2017-04-12,ADO1,EXTINIRUÑA S.L.  ,48.54,0.0,CAMBIO 6 PILA EXTINTOR CAF
2017007583.0,2017-04-19,ADO1,SYS AGROSAL  ,116.88,0.0,20 KG ARENA RAMPA BANCO ALIMENTOS+18 GERANEOS+40 KG JARDINES+160 PLANTAS
2017007851.0,2017-05-02,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,419.74,0.0,9 TICKETS COMBUSTIBLE ABRIL PM
2017007852.0,2017-04-29,ADO1,SANCHEZ INCHAUSTI FERNANDO,255.49,0.0,100 AZ SSB+100 AZ AYTO+20 CORRECTORES+3 BANDEJAS
2017007853.0,2017-05-03,O1,ASESORIA LABORAL RUIZ-PIQUER SL  ,1165.23,0.0,ASISTENCIA GESTION LABORAL Y SEGURIDAD SOCIAL ABRIL
2017007854.0,2017-05-01,O1,TITOS ARREDONDO ISABEL,455.0,0.0,13 H CLASES FRANCES B1+B1+ ABRIL A 35€
2017007855.0,2017-05-01,O1,ADNOT  KARINE,481.25,0.0,"13,8 H CLASES FRANCES A1+A2 ABRIL A 35€                                                                                 "
2017007856.0,2017-05-01,ADO1,LA PUERTA ROJA TEATRO-ATE GORRIA  ,800.0,0.0,"TEATRO ""POR LA ESPALDA"" MARISTAS 19/02                                                                                  "
2017007857.0,2017-05-02,ADO1,PAPELERA DEL ARGA SA  ,344.85,0.0,125 PAQUETES DE 500 HOJAS PAPEL AYTO
2017007858.0,2017-05-03,ADO1,AYUNTAMIENTO DE ORKOIEN  ,5.0,0.0,APORTACION FOLLETOS CAMPAMENTOS EUSKERA 2017
2017007859.0,2017-04-27,ADO1,BAG- DISTRIBUCIONES PUBLICITARIAS S.L.  ,177.92,0.0,REPARTO 8000 REVISTAS ZEBERRI OCTUBRE
2017007860.0,2017-04-28,ADO1,"DINAFAX, S.L.  ",39.26,0.0,3.605 COPIAS IMPRESORA ESC MUSICA (FIN 224815) 24/03-25/04
2017007861.0,2017-05-03,ADO1,HUARTE GRAFICA S.A.L.  ,584.43,0.0,100 CARTEL PROY. MONTAÑA+100 EXP. REFUGIADOS+50 TALONARIOS DENUNCIA PM
2017007862.0,2017-05-03,ADO1,ROTULOS LAVIN.  ,68.97,0.0,LONA EXPOSICION REFUGIADOS AYTO
2017007863.0,2017-04-12,ADO1,ZABAL COMUNICACION PASCUAL PEJENAUTE JAVIER Y FERNANDEZ IMIZCOZ JESUS,617.1,0.0,CONTRAPORTADA REVISTA AL REVES Nº25
2017007866.0,2017-05-03,ADO1,LIBRERIA GOMEZ S.A.  ,44.55,0.0,LIBRO SEGURIDAD DOCUMENTAL+1040 PREGUNTAS TEST LEY 40/2015
2017007872.0,2017-05-02,ADO1,SOCIEDAD COOPERATIVA CEREALISTA DE URROZ VILLA ,467.69,0.0,12 TICKETS COMBUSTIBLE ABRIL JARDINES
2017007873.0,2017-05-02,ADO1,UNZUE E HIJOS S.L.  ,96.71,0.0,2 PROTECTORES+1 CUCHILLA+1 DISCO+JUEGO DE TORNILLOS
2017007874.0,2017-05-02,O1,ADAXKA S.L.  ,1394.53,0.0,ASISTENCIA TECNICA HUERTOS ABRIL
2017007875.0,2017-05-03,ADO1,DUIN  ,50.0,0.0,RECOGIDA E INCINERACION GATO
2017007876.0,2017-04-18,ADO1,TXUKUNA FLOWERS SLU  ,132.0,0.0,3 RAMOS FLORES VUELTA CICLISTA
2017007877.0,2017-04-25,O1,"COMPAÑIA NAVARRA DE AUTOBUSES, S.A. CONDA ",4277.58,0.0,TRANSPORTE CONDA ABRIL
2017007878.0,2017-04-25,ADO1,DIARIO DE NOTICIAS  ,543.4,0.0,DIARIO NOTICIAS SUSCRIPCION 15/04/17-14/04/2017 (INCLUYE FIN DE SEMANA)
2017007879.0,2017-05-03,ADO1,MANCOMUNIDAD DE LA COMARCA DE PAMPLONA  ,68074.15,0.0,APORTACION 2º TRIMESTRE TRANSPORTE URBANO
