a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1,,16900,22200,TELEFONO FIJO Y MOVIL SERV MULTIPLES,,,2600,2600,2620.67,2620.67,2620.67,,2567.08,-20.67
1,,16900,22400,SEGURO VEHICULOS SERVICIOS MULTIPLES,,,3000,3000,3000,2944.33,2944.33,,0,0
1,,16900,22401,SEGURO NAVE SERVICIOS MLTIPLES,,,400,400,317.95,317.95,317.95,,317.95,82.05
1,,16900,23120,DIETAS Y LOCOMOCION PERSONAL SERV.MULT,,,0,0,55.41,55.41,55.41,,55.41,-55.41
1,,16900,23300,OTRAS INDEMNIZACIONES PERS.SERV.MULT,,,200,200,187.85,187.85,187.85,,187.85,12.15
1,,17100,21000,MANTENIMIENTO  Y MATERIAL RIEGO JARDINES,,,30000,30000,19516.15,19516.15,19516.15,,18819.56,10483.85
1,,17100,21200,CONSERVACION NAVE JARDINERIA,,,1200,1200,1072.8,1072.8,1072.8,,941.02,127.2
1,,17100,21400,MANTENIMIENTO VEHICULOS Y MAQUINARIA JAR,,,22000,22000,21497.57,21497.57,21497.57,,20704.46,502.43
1,,17100,22100,ENERGIA ELECTRICA NAVE JARDINES,,,1200,1200,1851.77,1851.77,1851.77,,1703.86,-651.77
1,,17100,22101,AGUA  NAVE JARDINES,,,1000,1000,1054.16,1054.16,1054.16,,701.49,-54.16
1,,17100,22102,GAS NAVE JARDINES,,,5000,5000,4329.95,4329.95,4329.95,,3111.96,670.05
1,,17100,22103,COMBUSTIBLE VEHICULOS Y MAQ. JARDINES,,,10500,10500,11950.36,11950.36,11950.36,,11079.1,-1450.36
1,,17100,22104,VESTUARIO Y EPIS PERSONAL JARDINES,,,6000,6000,8130.95,8130.95,7647.03,,1719.36,-2130.95
1,,17100,22110,LIMPIEZA VESTUARIO Y PRODUCTOS LIMPIEZA,,,2500,2500,1686.95,1686.95,1686.95,,1545.42,813.05
1,,17100,22199,MATERIAL JARDINES,,,38000,38000,30170.24,30170.24,30170.24,,26904.51,7829.76
1,,17100,22200,TELEFONO FIJO Y MOVIL JARDINES,,,2100,2100,1968.15,1968.15,1968.15,,1830.45,131.85
1,,17100,22400,SEGURO VEHICULOS JARDINES,,,1700,1700,2944.33,2336.96,2336.96,,0,-1244.33
1,,17100,22401,SEGURO NAVE JARDINES,,,300,300,247.95,247.95,247.95,,247.95,52.05
1,,17100,22799,MANTENIMIENTO ZONAS VERDES Y JARDINES,,,237000,221000,191907.67,191907.67,154609.23,,88423.84,29092.33
1,,17100,23120,LOCOMOCION PERSONAL JARDINES,,,200,200,21.4,21.4,21.4,,21.4,178.6
1,,17100,23300,OTRAS INDEMNIZACIONES PERS.JARDINES,,,200,200,0,0,0,,0,200
1,,17101,21000,MANTENIMIENTO ITINERARIOS LUDICOS-NATURA,,,8000,8000,13972.1,13972.1,13472.1,,8498.2,-5972.1
1,,17101,21900,MANTENIMIENTO PARQUE FLUVIAL DEL ARGA,,,53400,53400,53520.07,53520.07,53520.07,,53520.07,-120.07
1,,17101,22100,ENERGIA ELECTRICA RIEGO JARDINES,,,15000,15000,15676.68,15676.68,15676.68,,15564.78,-676.68
1,,17101,22101,AGUA PARA RIEGO JARDINES,,,92000,92000,94789.01,94789.01,88990.48,,68910.34,-2789.01
1,,17101,22799,MANTENIMIENTO ZONA VERDE PUEBLO VIEJO,,,19000,19000,7113.59,7113.59,7113.59,,1252.35,11886.41
1,,17102,21900,MANTENIMIENTO HUERTOS URBANOS,,,6000,6000,3518.9,3518.9,3518.9,,3104.4,2481.1
1,,17102,22101,AGUA HUERTOS URBANOS,,,1000,1000,791,791,791,,698.98,209
1,,17102,22400,SEGURO EDIFICIO HUERTOS,,,100,100,43.7,43.7,43.7,,43.7,56.3
1,,17102,22799,ASISTENCIA TECNICA HUERTOS URBANOS,,,17000,17000,16734.3,16734.3,15339.83,,15339.83,265.7
1,,17220,22699,VOLUNTARIADO M.AMBIENTE,,,2000,2000,183.54,183.54,183.54,,183.54,1816.46
1,,17220,22706,ESTUDIOS ESPACIOS NATURALES,,,30000,30000,46649.04,46649.04,25688.47,,12438.97,-16649.04
1,,17220,22799,ATERPEAK,,,4900,4900,4940.43,4940.43,4940.43,,2520.43,-40.43
1,,23110,21400,MANTENIMIENTO VEHICULO SSB,,,3500,3500,2186.04,2186.04,2186.04,,2148.78,1313.96
1,,23110,22000,MATERIAL OFICINA SSB,,,6000,6000,2346.83,2346.83,2346.83,,2322.52,3653.17
1,,23110,22002,MATERIAL INFORMATICO NO INVENTARIABLE SS,,,2000,2000,1208.22,1208.22,1208.22,,1208.22,791.78
1,,23110,22103,COMBUSTIBLE VEHICULOS SSB,,,1000,1000,993.3,993.3,993.3,,885.33,6.7
1,,23110,22105,COMPRA DE ALIMENTOS Y TRANSPORTE,,,15000,15000,14508.43,14508.43,14508.43,,11307.82,491.57
1,,23110,22199,MATERIAL ESPECIFICO SSB,,,1000,1000,3.5,3.5,3.5,,3.5,996.5
1,,23110,22200,TELEFONO FIJO Y MOVIL SSB,,,3200,3200,3740.17,3740.17,3740.17,,3627.2,-540.17
1,,23110,22400,SEGURO VEHICULO SSB,,,1000,1000,0,0,0,,0,1000
1,,23110,22602,COMUNICACIÓN Y ACTOS PUBLICITARIOS SSB,,,1200,1200,0,0,0,,0,1200
1,,23110,22699,PROGRAMA TERCERA EDAD,,,9000,9000,10636.1,10636.1,10636.1,,10636.1,-1636.1
1,,23110,22799,ACTIVIDADES Y PROGRAMAS SSB,,,22000,22000,19102.33,19102.33,19102.33,,17835.71,2897.67
1,,23110,23120,DIETAS Y LOCOMOCION PERSONAL SSB,,,500,500,492.29,492.29,492.29,,492.29,7.71
1,,23110,23300,OTRAS INDEMNIZACIONES PERSONAL SSB,,,600,600,556,556,556,,556,44
1,,23180,22104,VESTUARIO PERSONAL SAD,,,1800,1800,1560,1560,1469.13,,1469.13,240
1,,23180,22199,MATERIAL ESPECIFICO SAD,,,1000,1000,782.11,782.11,782.11,,782.11,217.89
1,,23180,22799,CATERING A DOMICILIO EN EL VALLE,,,10000,10000,0,0,0,,0,10000
1,,23180,23120,DIETAS Y LOCOMOCION PERSONAL SAD,,,6000,6000,4258.51,4258.51,4258.51,,4165.2,1741.49
1,,23180,23300,OTRAS INDEMNIZACIONES PERSONAL SAD,,,300,300,270,270,270,,270,30
1,,23910,22604,ASISTENCIA EN CASOS VIOLENCIA DE GENERO,,,5000,5000,0,0,0,,0,5000
1,,23910,22699,PROGRAMA CONVIVENCIA,,,20000,20000,892.85,892.85,892.85,,892.85,19107.15
1,,23910,22706,PLAN IGUALDAD,,,43000,43000,28476.8,28476.8,28476.8,,25739.36,14523.2
1,,23910,22799,VIOLENCIA GENERO,,,28000,28000,16828.84,16828.84,16828.84,,16623.14,11171.16
1,,23990,21200,CONSERVACION EDIFICIO CAF,,,5000,5000,5293.3,5293.3,5293.3,,5221.38,-293.3
1,,23990,22000,MATERIAL OFICINA CAF,,,1000,1000,1175.17,1175.17,1175.17,,1175.17,-175.17
1,,23990,22100,ENERGIA ELECTRICA EDIFICIO CAF,,,10000,10000,10972.73,10972.73,10972.73,,10972.73,-972.73
1,,23990,22101,AGUA EDIFICIO CAF,,,1800,1800,1733.38,1733.38,1733.38,,1460.06,66.62
1,,23990,22104,VESTUARIO PENAS COMUNIDAD,,,400,400,0,0,0,,0,400
1,,23990,22110,PRODUCTOS HIGIENICOS Y DE LIMPIEZA EDIFI,,,600,600,0,0,0,,0,600
1,,23990,22200,TELEFONO FIJO CAF,,,2500,2500,2724.57,2724.57,2724.57,,2468.52,-224.57
1,,23990,22400,SEGURO EDIFICIO CAF,,,400,400,370.41,370.41,370.41,,370.41,29.59
1,,23990,22699,MATERIAL DIVERSO CAF,,,6000,6000,2241.28,2241.28,2241.28,,232.75,3758.72
1,,24120,22104,VESTUARIO EMPLEO SOCIAL PROTEGIDO,,,4500,4500,8550.57,8550.57,4750.57,,4648.11,-4050.57
1,,24120,22199,MATERIAL EMPLEO SOCIAL PROTEGIDO,,,1500,1500,1838.63,1838.63,1838.63,,931.99,-338.63
1,,24190,22706,PROGRAMAS  FOMENTO DE EMPLEO,,,55000,55000,50501.66,50501.66,49007.81,,40051.58,4498.34
1,,24190,23120,LOCOMOCION PERSONAL EMPLEO,,,200,200,23.1,23.1,23.1,,23.1,176.9
1,,31100,22113,RECOGIDA DE ANIMALES,,,600,600,805.7,805.7,805.7,,755.7,-205.7
1,,31100,22709,SERVICIOS DE DESRATIZACION,,,5000,5000,2926.33,2926.33,2926.33,,2926.33,2073.67
1,,31210,21200,CONSERVACION CONSULTORIO MEDICO,,,3500,3300,1872.12,1872.12,1872.12,,1689.56,1427.88
1,,31210,22100,ENERGIA ELECTRICA CONSULTORIO MEDICO,,,4000,4000,4236.44,4236.44,4236.44,,4236.44,-236.44
1,,31210,22101,AGUA EDIFICIO CONSULTORIO MEDICO,,,1500,1500,1065.24,1065.24,1065.24,,929.71,434.76
1,,31210,22102,GAS EDIFICIO CONSULTORIO MEDICO,,,6300,6300,5477.57,5477.57,5477.57,,4507.71,822.43
1,,31210,22200,TELEFONO Y ALARMAS CONSULTORIO MEDICO,,,3100,3100,3487.1,3487.1,3487.1,,3306.12,-387.1
1,,31210,22400,SEGURO CONSULTORIO MEDICO,,,300,300,293.93,293.93,293.93,,293.93,6.07
1,,31210,22709,CONVENIO ANIMALES ABANDONADOS,,,3000,1500,1162.59,1162.59,1162.59,,1162.59,337.41
1,,32310,20200,ALQUILER CENTRO 0-3 EGUES II,,,20000,20000,19520.99,19520.99,19520.99,,19520.99,479.01
1,,32310,21200,CONSERVACION CENTROS 0-3 AÑOS,,,8000,8000,7216.57,7216.57,7216.57,,6978.04,783.43
1,,32310,22100,ENERGIA ELECTRICA CENTROS 0-3,,,12000,12000,12115.55,12115.55,12115.55,,12115.55,-115.55
1,,32310,22101,AGUA CENTROS 0-3,,,4500,4500,4503.09,4503.09,4503.09,,3763.45,-3.09
1,,32310,22102,GAS CENTROS 0-3,,,18000,19000,19004.29,19004.29,19004.29,,14224.86,-4.29
1,,32310,22199,MATERIAL DIVERSO CENTROS 0-3,,,1000,1000,230.58,230.58,230.58,,230.58,769.42
1,,32310,22200,TELEFONO FIJO Y ALARMAS CENTROS 0-3,,,4000,4000,3962.77,3962.77,3962.77,,3629.01,37.23
1,,32310,22400,SEGURO EDIFICIOS CENTROS 0-3,,,2000,2000,1063.62,1063.62,1063.62,,1063.62,936.38
1,,32320,21200,CONSERVACION COLEGIO PUBL.SARRIGUREN,,,15000,15000,17313.36,17313.36,17313.36,,12581.02,-2313.36
1,,32320,22100,ENERGIA ELECTRICA COLEGIO PUBL.SARRIGURE,,,25000,29000,28680.5,28680.5,28680.5,,28680.5,319.5
1,,32320,22101,AGUA EDIFICIO COLEGIO PUBL. SARRIGUREN,,,12000,12000,12801.14,12801.14,12801.14,,10408.37,-801.14
1,,32320,22102,GAS EDIFICIO COLEGIO PUBL.SARRIGUREN,,,50000,56000,50633.93,50633.93,50633.93,,41338.11,5366.07
1,,32320,22104,VESTUARIO PERSONAL CP SARRIGUREN,,,500,500,2381.76,2381.76,1621.76,,1621.76,-1881.76
1,,32320,22110,PRODUCTOS HIGIENICOS Y DE LIMPIEZA COLEG,,,1000,1000,74.27,74.27,74.27,,74.27,925.73
1,,32320,22200,TELEFONO Y ALARMAS COLEGIO PUBL SARRIG,,,9000,9000,8852.53,8852.53,8852.53,,8533.73,147.47
1,,32320,22400,SEGURO C.P. SARRIGUREN,,,2400,2400,2399.2,2399.2,2399.2,,2399.2,0.8
1,,32320,23120,LOCOMOCION PERSONAL COLEGIO PUBLICO,,,0,0,6.6,6.6,6.6,,6.6,-6.6
1,,32610,21200,CONSERVACION EDIFICIO ESCUELA MUSICA,,,6000,10000,10214.02,10214.02,10214.02,,7005.96,-214.02
1,,32610,21900,"CONSERVACION INSTRUMENTOS,EQUIPOS TECNIC",,,2000,2000,1976.28,1976.28,1976.28,,1976.28,23.72
1,,32610,22000,MATERIAL OFICINA ESCUELA MUSICA,,,2000,2000,2172.9,2172.9,2172.9,,2063.94,-172.9
1,,32610,22100,ENERGIA ELECTRICA ESCUELA MUSICA,,,4500,4500,4446.58,4446.58,4446.58,,4446.58,53.42
1,,32610,22101,AGUA EDIFICIO ESCUELA MUSICA,,,1200,1200,1319.6,1319.6,1319.6,,880.97,-119.6
1,,32610,22102,GAS EDIFICIO ESCUELA MUSICA,,,6000,6000,5935.71,5935.71,5935.71,,4944.34,64.29
1,,32610,22110,PRODUCTOS HIGIENICOS Y DE LIMPIEZA ESCUE,,,600,600,0,0,0,,0,600
1,,32610,22199,MATERIAL DIDACTICO ESCUELA DE MUSICA,,,1500,1500,1411.21,1411.21,1411.21,,870,88.79
1,,32610,22200,TELEFONO FIJO Y MOVIL ESCUELA MUSICA,,,2600,2600,3135.31,3135.31,3135.31,,2930.91,-535.31
1,,32610,22400,SEGURO EDIFICIO ESCUELA MUSICA,,,900,900,863.49,863.49,863.49,,863.49,36.51
1,,32610,22601,ATENCIONES PROTOCOLARIAS DE ESCUELA MUSI,,,1500,1500,637.15,637.15,637.15,,300.14,862.85
1,,32610,22750,ACTIVIDADES ESCUELA DE MUSICA,,,3300,3300,3190.6,3190.6,3190.6,,3033.3,109.4
1,,32610,23120,LOCOMOCION PERSONAL ESC. MUSICA,,,200,200,0,0,0,,0,200
1,,33210,21200,CONSERVACION EDIFICIO BIBLIOTECA,,,4000,4000,2362.3,2362.3,2362.3,,2330.03,1637.7
1,,33210,22000,MATERIAL LUDOTECA,,,2000,2000,2041.11,2041.11,2041.11,,1706.66,-41.11
1,,33210,22100,ENERGIA ELECTRICA BIBLIOTECA,,,7000,7000,6997.53,6997.53,6997.53,,6997.53,2.47
1,,33210,22101,AGUA BIBLIOTECA,,,600,600,659.15,659.15,659.15,,378.46,-59.15
1,,33210,22102,GAS EDIFICIO BIBLIOTECA,,,8000,8000,3349.55,3349.55,3349.55,,3229.59,4650.45
1,,33210,22199,MATERIAL BIBLIOTECA,,,7000,7000,5010.07,5010.07,5010.07,,5010.07,1989.93
1,,33210,22200,TELEFONO FIJO E INTERNET BIBLIOTECA,,,3000,3000,4009.5,4009.5,4009.5,,3699.01,-1009.5
1,,33210,22750,ACTIVIDADES DE BIBLIOTECA Y LUDOTECA,,,8000,8000,8736.99,8736.99,8736.99,,8481.11,-736.99
1,,33400,20200,ALQUILER LOCALES ACTIVIDADES CULTURALES,,,0,0,500,500,500,,500,-500
1,,33400,21200,CONSERVACION ED.IGLESIA PUEBLO VIEJO,,,2000,2000,4796.9,4796.9,4796.9,,4764.63,-2796.9
1,,33400,22200,TELEFONO COORDINADORA CULTURA,,,900,900,736.68,736.68,736.68,,724.67,163.32
1,,33400,22606,CURSOS SOCIOCULTURALES,,,52000,52000,48382.9,48382.9,42799.92,,40929.42,3617.1
1,,33400,22750,ACTIVIDADES CULTURALES,,,82200,84200,99430.54,99430.54,99430.54,,90016.25,-15230.54
1,,33400,22760,ASESORAMIENTO E INFORMES PROYECTO C.CULT,,,0,0,6419.05,6419.05,6419.05,,6419.05,-6419.05
1,,33401,22750,ACTUAIONES GRUPO DE TEATRO,,,3000,3000,3000,3000,3000,,3000,0
1,,33401,22799,CICLO DE TEATRO,,,17500,17500,12204.62,12204.62,12204.62,,12095.72,5295.38
1,,33500,22602,PUBLICIDAD EUSKERA,,,500,500,300,300,300,,300,200
1,,33500,22699,ACCIONES COORDINADAS OTRAS AAPP,,,5000,5000,583.94,583.94,583.94,,583.94,4416.06
1,,33500,22799,ACTIVIDADES DE NORMALIZACION EUSKERA,,,30000,30000,33842.35,33842.35,33167.35,,30719.98,-3842.35
1,,33700,22799,ACTIVIDADES PRESUPUESTO PARTIC.JUVENTUD,,,10000,10000,10281.15,10281.15,272.25,,272.25,-281.15
1,,33701,22620,PROGRAMA DE JUVENTUD,,,25000,25000,20257.43,20257.43,20257.43,,16600.77,4742.57
1,,33800,22199,OTROS GASTOS FIESTAS POPULARES,,,5000,5000,2519.71,2519.71,2519.71,,2187.45,2480.29
1,,33800,22699,COMPRA DE GIGANTES GOMA,,,3000,3000,2559.15,2559.15,2559.15,,2559.15,440.85
1,,33800,22750,PROGRAMA Y SEMANA DE LA CIENCIA,,,15000,15000,19409.51,19409.51,19409.51,,15606.3,-4409.51
1,,33800,22799,CAMPAMENTOS DE VERANO,,,35000,35000,29378.38,29378.38,29378.38,,29378.38,5621.62
1,,33801,22620,DIA DEL VALLE,,,5000,5000,5449.16,5449.16,5449.16,,5449.16,-449.16
1,,33801,22799,ACTUACIONES COMPARSA DE GIGANTES,,,2500,2500,2210,2210,2210,,2210,290
1,,33802,22620,GASTOS FIESTAS GORRAIZ,,,27000,27000,26696.04,26696.04,26696.04,,26666.66,303.96
1,,33803,22620,GASTOS FIESTAS USTARROZ,,,1800,1800,1700,1700,1700,,1700,100
1,,33804,22620,ROMERIA DE SAN PEDRO MARTIR,,,2000,2000,2000,2000,2000,,2000,0
1,,33805,22620,GASTOS FIESTAS SARRIGUREN,,,50000,50000,49677.25,49677.25,49677.25,,48856.57,322.75
1,,33806,22620,ACTUACIONES ZANPANZAR JOALDUNAK,,,4200,4200,4194,4194,4194,,3728,6
1,,34100,21200,CONSERVACION INSTALACIONES DEPORTIVAS,,,14000,14000,6248.19,6248.19,6248.19,,0,7751.81
1,,34100,22200,TELEFONO FIJO Y MOVIL DEPORTES,,,1400,1400,1677.48,1677.48,1677.48,,1548.49,-277.48
1,,34100,22609,SEMANA DEL DEPORTE,,,3000,3000,3858.71,3858.71,3858.71,,3858.71,-858.71
1,,34100,22740,ACTIVIDADES DEPORTIVAS Y EVENTOS DEPORTI,,,27500,27500,26665.52,26665.52,23196.13,,21227.56,834.48
1,,34100,22799,VUELTA PAMPLONA,,,6000,6000,6000,6000,6000,,6000,0
1,,34100,23120,LOCOMOCION PERSONAL AREA DEPORTES,,,0,0,59.28,59.28,59.28,,59.28,-59.28
1,,34101,21200,CONSERVACION BAR PISCINAS,,,4000,4000,3033.65,3033.65,3033.65,,1145.33,966.35
1,,34101,22100,ENERGIA ELECTRICA EN BAR CD SARRIGUREN,,,14000,17000,16181.8,16181.8,16181.8,,16181.8,818.2
1,,34101,22101,AGUA EN BAR CD SARRIGUREN,,,2400,2400,2450.57,2450.57,2450.57,,1616.47,-50.57
1,,34101,22102,GAS BAR CD SARRIGUREN,,,3300,3300,3103.3,3103.3,3103.3,,2197.8,196.7
1,,34101,22799,CARRERA CICLISTA FEMENINA,,,3000,3000,0,0,0,,0,3000
1,,34102,22799,VUELTA CICLISTA A NAVARRA Y CARRERA FEME,,,12000,12000,21706.56,21706.56,21706.56,,21706.56,-9706.56
1,,43300,21000,MANTENIMIENTO CIUDAD INNOVACION SARRIGUR,,,10000,10000,6356.88,6356.88,6356.88,,4237.92,3643.12
1,,43300,21200,CONSERVACION EDIFICIO VIVERO EMPRESAS,,,2200,2200,3056.65,3056.65,3056.65,,3056.65,-856.65
1,,43300,22100,ENERGIA ELECTRICA EDIFICIO VIVERO EMPRES,,,2800,2800,2907.56,2907.56,2907.56,,2748.49,-107.56
1,,43300,22101,AGUA EDIFICIO VIVERO EMPRESAS,,,300,300,229.58,229.58,229.58,,145.73,70.42
1,,43300,22103,GASOIL EDIFICIO VIVERO EMPRESAS,,,1600,1600,1453.22,1453.22,1453.22,,1453.22,146.78
1,,43300,22200,TELEFONO VIVERO EMPRESAS,,,1000,1000,804.73,804.73,804.73,,736.55,195.27
1,,43300,22400,SEGURO EDIF. VIVERO EMPRESAS,,,400,400,328.83,328.83,328.83,,328.83,71.17
1,,43301,21000,MANTENIMIENTO POLIGONOS INDUSTRIALES,,,10000,10000,5365.41,5365.41,5365.41,,3627.16,4634.59
1,,44110,22730,TRANSPORTE PUBLICO,,,54000,54300,53753.74,53753.74,53753.74,,49079.69,546.26
1,,91200,22200,TELEFONO ALCALDIA,,,1200,1200,1148.21,1148.21,1148.21,,1148.21,51.79
1,,91200,23100,DIETAS Y LOCOMOCION ALCALDIA,,,1000,1000,233.74,233.74,233.74,,233.74,766.26
1,,91201,22200,TELEFONOS CONCEJALES,,,3200,3200,2377.75,2377.75,2377.75,,2377.75,822.25
1,,91201,23100,DIETAS E INDEMNIZACIONES CONCEJALES,,,42000,42000,40855.3,40855.3,40855.3,,38380.3,1144.7
1,,92000,20200,ARRENDAMIENTO LOCALES TRIB. SELECCIÓN,,,1000,1000,517.88,517.88,517.88,,517.88,482.12
1,,92000,21200,CONSERVACION EDIFICIO CASA CONSISTORIAL,,,27700,27700,16988.06,16988.06,16988.06,,16155.22,10711.94
1,,92000,21300,CONSERVACION ELEMENTOS TRANSPORTE ADMON,,,0,0,101.75,101.75,101.75,,101.75,-101.75
1,,92000,21400,MANTENIMIENTO MEDIOS LOCOMOCION SERV.GRA,,,650,650,0,0,0,,0,650
1,,92000,21600,MANTENIMIENTO EQUIPOS OFICINAS,,,6000,6000,10697.04,10697.04,10697.04,,10697.04,-4697.04
1,,92000,22000,MATERIAL OFICINA AYUNTAMIENTO,,,13000,13000,13330.04,13330.04,13330.04,,12498.11,-330.04
1,,92000,22001,LIBROS Y SUSCRIPCIONES LEGISLATIVAS,,,10000,10000,9899.46,9899.46,8376.72,,8376.72,100.54
1,,92000,22002,MATERIAL NO INVENTARIABLE OFICINAS,,,1300,1300,116.73,116.73,116.73,,116.73,1183.27
1,,92000,22100,ENERGIA ELECTRICA CASA CONSISTORIAL,,,52000,52000,53597.06,53597.06,53597.06,,53597.06,-1597.06
1,,92000,22101,AGUA CASA CONSISTORIAL,,,1700,1700,1468.3,1468.3,1468.3,,1184.6,231.7
1,,92000,22102,GAS CASA CONSISTORIAL,,,28000,28000,30404.58,30404.58,30404.58,,23590.06,-2404.58
1,,92000,22103,COMBUSTIBLE VEHICULOS SERV.GRALES,,,1000,1000,993.3,993.3,993.3,,885.33,6.7
1,,92000,22106,PRODUCTOS FARMACEUTICOS,,,200,200,66.08,66.08,66.08,,66.08,133.92
1,,92000,22110,PRODUCTOS HIGIENICOS  Y DE LIMPIEZA CASA,,,1000,1000,0,0,0,,0,1000
1,,92000,22200,TELEFONO CASA CONSISTORIAL,,,8000,8000,8003.99,8003.99,8003.99,,7758.49,-3.99
1,,92000,22201,SERVICIO POSTAL AYUNTAMIENTO,,,26000,26000,32046.97,32046.97,32046.97,,21700.59,-6046.97
1,,92000,22300,GASTOS DE TRANSPORTES Y ENVIOS,,,2500,2500,1997.25,1997.25,1997.25,,1558.11,502.75
1,,92000,22400,SEGURO RC Y DE EDIFICIOS MUNICIPALES,,,12000,12000,9849.69,9849.69,9849.69,,9849.69,2150.31
1,,92000,22601,ATENCIONES PROTOCOLARIAS,,,6000,6000,10198.81,10198.81,10198.81,,8484.61,-4198.81
1,,92000,22602,"PUBLICIDAD PRENSA,SUSCRIP.REVISTAS Y ACT",,,23000,23000,25818.97,25818.97,24459.47,,23026.04,-2818.97
1,,92000,22604,GASTOS JURIDICOS E INFORMES,,,20000,20000,25806.8,25806.8,25201.8,,16028.86,-5806.8
1,,92000,22606,CONSEJO DE PARTICIPACION CIUDADANA,,,10000,10000,0,0,0,,0,10000
1,,92000,22699,ACTUALIZACION PAGINA WEB,,,1500,1500,0,0,0,,0,1500
1,,92000,22706,GRABACION VIDEO CONFERENCIA PLENOS,,,1500,1500,1437.48,1437.48,1437.48,,1437.48,62.52
1,,92000,22709,GASTOS DE ENTERRAMIENTOS,,,1200,1200,1636.03,1636.03,1636.03,,0,-436.03
1,,92000,22770,ASESORIA LABORAL,,,15600,15600,14418.36,14418.36,14418.36,,13216.83,1181.64
1,,92000,22799,PUBLICIDAD CARTELES MUPIS,,,4000,4000,108.9,108.9,108.9,,108.9,3891.1
1,,92000,23120,DIETAS Y LOCOMOCION PERSONAL SERV. GRAL,,,200,200,1428.84,1428.84,1428.84,,1426.24,-1228.84
1,,92000,23300,OTRAS INDEMNIZACIONES PERSONAL ADMON,,,1600,1600,1696.95,1696.95,1696.95,,1696.95,-96.95
1,,92000,25000,SERVICIOS INFORMATICOS ENCOMIENDA ANIMSA,,,63000,63000,74192.23,74192.23,74192.23,,52461.23,-11192.23
1,,92000,26000,CONVENIO COLABORACION CON ASORNA,,,2000,2000,2000,2000,2000,,2000,0
1,,92001,21200,CONSERV OTROS EDIFICIOS Y BIENES MUNIC,,,12000,12000,11386.3,11386.3,11386.3,,10883.92,613.7
1,,92001,22000,MATERIAL JUZGADO PAZ,,,1000,1000,1456.15,1456.15,1456.15,,1456.15,-456.15
1,,92001,22100,ENERGIA ELECTRICA OTROS EDIF MUNICIPALES,,,500,500,1369.83,1369.83,1369.83,,1262.14,-869.83
1,,92001,22101,AGUA OTROS EDIFICIOS PUBLICOS,,,800,800,3349.89,3349.89,3349.89,,2876.94,-2549.89
1,,92001,22400,BOLSA SEGUROS VEHICULOS,,,3000,3000,1720.16,1635.43,1635.43,,0,1279.84
1,,92001,22401,SEGURO OTROS EDIFICIOS E INMUEBLES,,,600,600,608.71,608.71,608.71,,608.71,-8.71
1,,92002,22400,INDEMNIZACIONES SINIESTROS,,,3000,3000,0,0,0,,0,3000
1,,92400,22706,AREA DE TRANSPARENCIA Y PARTICIPACION,,,55000,76175,68359.63,68359.63,36743.54,,29835.65,7681.06
1,,93100,22604,COMISIONES Y SERVICIOS BANCARIOS,,,2300,2300,2104.38,2104.38,2104.38,,2104.38,195.62
1,,93100,23120,LOCOMOCION PERSONAL HACIENDA,,,100,100,15.75,15.75,15.75,,15.75,84.25
1,,93200,22602,GASTO DE ENVIOS DE TRIBUTOS,,,14000,14000,10560.79,10560.79,10560.79,,10560.79,3439.21
1,,93200,22706,MANTENIMIENTO CATASTRO,,,7200,7200,8282.21,8282.21,8282.21,,0,-1082.21
1,,93200,22708,GESTION DE COBROS MULTAS,,,110000,143000,141858.54,141858.54,141858.54,,84107.14,1141.46
1,,93200,22799,PLAN DE REGULARIZACION FISCAL,,,6000,6000,0,0,0,,0,6000
1,,93201,22708,GESTION DE COBROS AGENCIA EJECUTIVA,,,60000,90000,80553.92,80553.92,80553.92,,71053.66,9446.08
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,2,GASTOS CORRIENTES EN BIENES Y SERVICIOS.,,,,2780850,2980625,2813526.37,2811893.35,2620351.12,,2218709.97,166964.32
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,93100,35200,INTERESES DE DEMORA,,,600,600,14.7,14.7,14.7,,14.7,585.3
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,3,GASTOS FINANCIEROS.,,,,600,600,14.7,14.7,14.7,,14.7,585.3
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,13210,48200,CONVENIO POLICIAS COMARCA,,,500,500,400,400,400,,400,100
1,,15100,48000,SENTENCIA TAN RESOLUCION 265,,,0,60000,0,0,0,,0,60000
1,,15100,48001,SENTENCIA DE RECURSO APELACION 273/2018,,,0,0,40221.27,40221.27,40221.27,,0,-40221.27
1,,15220,48200,APORTACION A LA ORVE,,,2000,2000,910.38,910.38,910.38,,910.38,1089.62
1,,16900,44900,ENCOMIENDA LIMPIEZA NAVE SERV.MULTIPLES,,,6000,6000,5000,5000,4765.03,,4023.22,1000
1,,17100,44900,LIMPIEZA NAVE JARDINERIA,,,7500,7500,6500,6500,6258.53,,5451.24,1000
1,,17100,48200,CUOTA FORESNA Y RED NELS,,,2600,2600,2514.01,2514.01,2514.01,,2514.01,85.99
1,,23110,48000,AYUDAS EXTRAORDINARIAS SSB,,,95000,95000,69276.97,69276.97,69276.97,,67441.97,25723.03
1,,23110,48900,AYUDAS BECA COMEDOR,,,55000,55000,55218.75,41851.45,41851.45,,41851.45,-218.75
