a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1,,16900,22103,COMBUSTIBLE VEHICULOS Y MAQ. SERV MULTIP,,,18000,18000,2306.54,2306.54,2306.54,,2306.54,15693.46
1,,16900,22104,VESTUARIO PERSONAL SERVICIOS MULTIPLES,,,6000,6000,290,290,290,,290,5710
1,,16900,22110,PRODUCTOS HIGIENICOS SERVICIOS MULTIPLES,,,800,800,131.65,131.65,131.65,,131.65,668.35
1,,16900,22199,EQUIPOS DE PROTECCIÓN INDIVIDUAL,,,2000,2000,0,0,0,,0,2000
1,,16900,22200,TELEFONO FIJO Y MOVIL SERV MULTIPLES,,,3100,3100,588.94,588.94,588.94,,386.7,2511.06
1,,16900,22400,SEGURO VEHICULOS SERVICIOS MULTIPLES,,,3000,3000,0,0,0,,0,3000
1,,16900,22401,SEGURO NAVE SERVICIOS MLTIPLES,,,600,600,0,0,0,,0,600
1,,16900,23300,OTRAS INDEMNIZACIONES PERS.SERV.MULT.,,,200,200,0,0,0,,0,200
1,,17100,21000,MANTENIMIENTO  Y MATERIAL RIEGO JARDINES,,,30000,30000,1515.68,1515.68,1515.68,,1488.12,28484.32
1,,17100,21200,CONSERVACION NAVE JARDINERIA,,,1000,1000,653.76,653.76,275.34,,275.34,346.24
1,,17100,21400,MANTENIMIENTO VEHICULOS Y MAQUINARIA JAR,,,28000,28000,1936.29,1936.29,1936.29,,1936.29,26063.71
1,,17100,22100,ENERGIA ELECTRICA NAVE JARDINES,,,2500,2500,333.7,333.7,333.7,,232.42,2166.3
1,,17100,22101,AGUA  NAVE JARDINES,,,1200,1200,0,0,0,,0,1200
1,,17100,22102,GAS NAVE JARDINES,,,5300,5300,1417.99,1417.99,1417.99,,1417.99,3882.01
1,,17100,22103,COMBUSTIBLE VEHICULOS Y MAQ. JARDINES,,,15000,15000,1258.22,1258.22,1258.22,,1258.22,13741.78
1,,17100,22104,VESTUARIO  PERSONAL JARDINES,,,5000,5000,144.78,144.78,144.78,,144.78,4855.22
1,,17100,22110,LIMPIEZA VESTUARIO Y PRODUCTOS LIMPIEZA,,,2000,2000,155.18,155.18,155.18,,155.18,1844.82
1,,17100,22199,MATERIAL JARDINES,,,35000,35000,8471.17,8471.17,8471.17,,8471.17,26528.83
1,,17100,22200,TELEFONO FIJO Y MOVIL JARDINES,,,2100,2100,446.03,446.03,446.03,,301.45,1653.97
1,,17100,22400,SEGURO VEHICULOS JARDINES,,,1700,1700,0,0,0,,0,1700
1,,17100,22401,SEGURO NAVE JARDINES,,,500,500,0,0,0,,0,500
1,,17100,22799,MANTENIMIENTO ZONAS VERDES Y JARDINES,,,225400,225400,225324.12,225324.12,18777.01,,18777.01,75.88
1,,17100,23120,LOCOMOCION PERSONAL JARDINES,,,100,100,0,0,0,,0,100
1,,17100,23300,OTRAS INDEMNIZACIONES PERS.JARDINES,,,200,200,0,0,0,,0,200
1,,17101,21000,MANTENIMIENTO ITINERARIOS LUDICOS-NATURA,,,9250,9250,500,500,0,,0,8750
1,,17101,21900,MANTENIMIENTO PARQUE FLUVIAL DEL ARGA,,,55100,55100,0,0,0,,0,55100
1,,17101,22100,ENERGIA ELECTRICA RIEGO JARDINES,,,18000,18000,2982.79,2982.79,2982.79,,2955.11,15017.21
1,,17101,22101,AGUA PARA RIEGO JARDINES,,,86000,86000,35080.59,35080.59,7898.82,,5904.75,50919.41
1,,17101,22199,EQUIPOS DE PROTECCIÓN INDIVIDUAL,,,2000,2000,0,0,0,,0,2000
1,,17101,22799,MANTENIMIENTO ZONA VERDE PUEBLO VIEJO,,,19000,19000,0,0,0,,0,19000
1,,17102,21900,MANTENIMIENTO HUERTOS URBANOS,,,6600,6600,253.91,253.91,253.91,,253.91,6346.09
1,,17102,22101,AGUA HUERTOS URBANOS,,,1000,1000,114.22,114.22,114.22,,37.49,885.78
1,,17102,22400,SEGURO EDIFICIO HUERTOS,,,100,100,0,0,0,,0,100
1,,17102,22799,DINAMIZACION HUERTOS Y FORMACION,,,15000,15000,0,0,0,,0,15000
1,,17220,22606,SEMANA MEDIOAMBIENTAL,,,4000,4000,527.95,527.95,527.95,,527.95,3472.05
1,,17220,22699,VOLUNTARIADO M. AMBIENTE,,,1000,1000,0,0,0,,0,1000
1,,17220,22706,ESTUDIOS ESPACIOS NATURALES,,,35000,35000,20387.53,20387.53,3432.48,,3432.48,14612.47
1,,17220,22799,ATERPEAK,,,4900,4900,0,0,0,,0,4900
1,,23110,21400,MANTENIMIENTO VEHICULO SSB,,,2800,2800,4.5,4.5,4.5,,4.5,2795.5
1,,23110,22000,MATERIAL OFICINA SSB,,,4000,4000,1303.23,1303.23,1303.23,,1303.23,2696.77
1,,23110,22002,MATERIAL INFORMATICO NO INVENTARIABLE SS,,,2000,2000,0,0,0,,0,2000
1,,23110,22103,COMBUSTIBLE VEHICULOS SSB,,,1200,1200,143.94,143.94,143.94,,143.94,1056.06
1,,23110,22105,COMPRA DE ALIMENTOS Y TRANSPORTE,,,15000,15000,1083.56,1083.56,1083.56,,1062.25,13916.44
1,,23110,22199,MATERIAL ESPECIFICO SSB,,,500,500,0,0,0,,0,500
1,,23110,22200,TELEFONO FIJO Y MOVIL SSB,,,4500,4500,954.74,954.74,954.74,,633.84,3545.26
1,,23110,22400,SEGURO VEHICULO SSB,,,1000,1000,0,0,0,,0,1000
1,,23110,22602,COMUNICACIÓN Y ACTOS PUBLICITARIOS SSB,,,1000,1000,0,0,0,,0,1000
1,,23110,22699,PROGRAMA TERCERA EDAD,,,9000,9000,0,0,0,,0,9000
1,,23110,22799,ACTIVIDADES Y PROGRAMAS SSB,,,22000,22000,5874.64,5874.64,3625.64,,3625.64,16125.36
1,,23110,23120,DIETAS Y LOCOMOCION PERSONAL SSB,,,600,600,199.59,199.59,199.59,,199.59,400.41
1,,23110,23300,OTRAS INDEMNIZACIONES PERSONAL SSB,,,500,500,103,103,103,,103,397
1,,23180,22104,VESTUARIO PERSONAL SAD,,,1800,1800,0,0,0,,0,1800
1,,23180,22111,MATERIAL ESPECIFICO SAD,,,1000,1000,0,0,0,,0,1000
1,,23180,22199,EQUIPOS DE PROTECCIÓN INDIVIDUAL,,,800,800,0,0,0,,0,800
1,,23180,22799,CATERING A DOMICILIO EN EL VALLE,,,10000,10000,0,0,0,,0,10000
1,,23180,23120,DIETAS Y LOCOMOCION PERSONAL SAD,,,5000,5000,1139.68,1139.68,1139.68,,1139.68,3860.32
1,,23180,23300,OTRAS INDEMNIZACIONES PERSONAL SAD,,,300,300,0,0,0,,0,300
1,,23910,22604,ASISTENCIA EN CASOS DE VIOLENCIA DE GENE,,,5000,5000,0,0,0,,0,5000
1,,23910,22699,PROGRAMA CONVIVENCIA,,,10000,10000,946.91,946.91,946.91,,946.91,9053.09
1,,23910,22706,PLAN IGUALDAD,,,43000,43000,5347.3,5347.3,5347.3,,5347.3,37652.7
1,,23910,22799,VIOLENCIA GENERO,,,28000,28000,100,100,100,,100,27900
1,,23990,21200,CONSERVACION EDIFICIO CAF,,,5700,5700,1426.09,1426.09,356.53,,356.53,4273.91
1,,23990,22000,MATERIAL OFICINA CAF,,,2000,2000,0,0,0,,0,2000
1,,23990,22100,ENERGIA ELECTRICA EDIFICIO CAF,,,14000,14000,4081.9,4081.9,4081.9,,4081.9,9918.1
1,,23990,22101,AGUA EDIFICIO CAF,,,2000,2000,421.35,421.35,421.35,,140.39,1578.65
1,,23990,22104,VESTUARIO PENAS COMUNIDAD,,,400,400,0,0,0,,0,400
1,,23990,22110,PRODUCTOS HIGIENICOS EDIFICIO CAF,,,600,600,0,0,0,,0,600
1,,23990,22200,TELEFONO FIJO CAF,,,3000,3000,685.63,685.63,685.63,,392.86,2314.37
1,,23990,22400,SEGURO EDIFICIO CAF,,,700,700,0,0,0,,0,700
1,,23990,22699,MATERIAL DIVERSO CAF,,,5000,5000,0,0,0,,0,5000
1,,24120,22104,VESTUARIO EMPLEO SOCIAL PROTEGIDO,,,4500,4500,0,0,0,,0,4500
1,,24120,22110,EQUIPOS DE PROTECCIÓN INDIVIDUAL,,,1000,1000,0,0,0,,0,1000
1,,24120,22199,MATERIAL EMPLEO SOCIAL PROTEGIDO,,,3000,3000,141.95,141.95,141.95,,141.95,2858.05
1,,24190,22602,CONVENIO-PATROCINIO  FSINGENIUM  INNOVAC,,,10000,10000,0,0,0,,0,10000
1,,24190,22606,CONVENIO UPNA TESIS SOBRE EL VALLE,,,10000,10000,0,0,0,,0,10000
1,,24190,22706,ACCIONES FOMENTO ACTIVIDAD ECONOMICA,,,55000,55000,9330.91,9330.91,9330.91,,9330.91,45669.09
1,,24190,22799,PLAN ACCIONES PLAN ESTRATEGICO,,,35000,35000,0,0,0,,0,35000
1,,24190,23120,LOCOMOCION PERSONAL EMPLEO,,,200,200,0,0,0,,0,200
1,,31100,22113,RECOGIDA DE ANIMALES,,,600,600,50,50,50,,50,550
1,,31100,22709,SERVICIOS DE DESRATIZACION,,,5000,5000,0,0,0,,0,5000
1,,31210,21200,CONSERVACION CONSULTORIO MEDICO,,,3000,3000,1492.83,1492.83,294.86,,294.86,1507.17
1,,31210,22100,ENERGIA ELECTRICA CONSULTORIO MEDICO,,,5000,5000,993.64,993.64,993.64,,993.64,4006.36
1,,31210,22101,AGUA EDIFICIO CONSULTORIO MEDICO,,,1500,1500,299.44,299.44,299.44,,63.22,1200.56
1,,31210,22102,GAS EDIFICIO CONSULTORIO MEDICO,,,7800,7800,1830.3,1830.3,1830.3,,1175.07,5969.7
1,,31210,22200,TELEFONO Y ALARMAS CONSULTORIO MEDICO,,,4300,4300,775.29,775.29,775.29,,516.35,3524.71
1,,31210,22400,SEGURO CONSULTORIO MEDICO,,,600,600,0,0,0,,0,600
1,,31210,22606,"PLAN DESA, FORMACION Y MNTO. EQUIPOS",,,3000,3000,320.65,320.65,320.65,,320.65,2679.35
1,,31210,22709,CONVENIO ANIMALES ABANDONADOS (CES),,,3000,3000,0,0,0,,0,3000
1,,32310,20200,ALQUILER CENTRO 0-3 EGUES II,,,11000,11000,19520.98,19520.98,4880.25,,4880.25,-8520.98
1,,32310,21200,CONSERVACION CENTROS 0-3 AÑOS,,,7000,7000,4595.5,4595.5,2274.41,,2274.41,2404.5
1,,32310,22100,ENERGIA ELECTRICA CENTROS 0-3,,,15500,15500,3432.71,3432.71,3432.71,,3432.71,12067.29
1,,32310,22101,AGUA CENTROS 0-3,,,6000,6000,1262.32,1262.32,1262.32,,583.54,4737.68
1,,32310,22102,GAS CENTROS 0-3,,,24000,24000,10158.71,10158.71,10158.71,,6938.46,13841.29
1,,32310,22199,MATERIAL DIVERSO CENTROS 0-3,,,1000,1000,0,0,0,,0,1000
1,,32310,22200,TELEFONO FIJO Y ALARMAS CENTROS 0-3,,,4500,4500,1014.51,1014.51,1014.51,,646.62,3485.49
1,,32310,22400,SEGURO EDIFICIOS CENTROS 0-3,,,2000,2000,0,0,0,,0,2000
1,,32310,23120,LOCOMOCION PERSONAL C.P.,,,0,0,0,0,0,,0,0
1,,32320,21200,CONSERVACION COLEGIO PUBL.SARRIGUREN,,,13000,13000,7172.66,7172.66,4099.82,,4099.82,5827.34
1,,32320,22100,ENERGIA ELECTRICA COLEGIO PUBL.SARRIGURE,,,33000,33000,9033.54,9033.54,9033.54,,9033.54,23966.46
1,,32320,22101,AGUA EDIFICIO COLEGIO PUBL. SARRIGUREN,,,15000,15000,3420.41,3420.41,3420.41,,1080.56,11579.59
1,,32320,22102,GAS EDIFICIO COLEGIO PUBL.SARRIGUREN,,,70700,70700,25574.2,25574.2,25574.2,,18789.84,45125.8
1,,32320,22104,VESTUARIO PERSONAL CP SARRIGUREN,,,2000,2000,0,0,0,,0,2000
1,,32320,22110,PRODUCTOS HIGIENICOS COLEGIO PUBL SARRIG,,,600,600,141.73,141.73,141.73,,141.73,458.27
1,,32320,22200,TELEFONO Y ALARMAS COLEGIO PUBL SARRIG,,,9200,9200,2274.52,2274.52,2274.52,,1492.46,6925.48
1,,32320,22400,SEGURO C.P. SARRIGUREN,,,4200,4200,0,0,0,,0,4200
1,,32320,23120,LOCOMOCION PERSONAL C.P.,,,0,0,15.3,15.3,15.3,,15.3,-15.3
1,,32610,21200,CONSERVACION EDIFICIO ESCUELA MUSICA,,,5000,5000,1463.6,1463.6,589.27,,589.27,3536.4
1,,32610,21900,"CONSERVACION INSTRUMENTOS,EQUIPOS TECNIC",,,1500,1500,2093.33,2093.33,2093.33,,2093.33,-593.33
1,,32610,22000,MATERIAL OFICINA ESCUELA MUSICA,,,3000,3000,629.28,629.28,629.28,,629.28,2370.72
1,,32610,22001,MATERIAL DIDACTICO ESCUELA DE MUSICA,,,1500,1500,397.12,397.12,397.12,,397.12,1102.88
1,,32610,22100,ENERGIA ELECTRICA ESCUELA MUSICA,,,5000,5000,1388.42,1388.42,1388.42,,1388.42,3611.58
1,,32610,22101,AGUA EDIFICIO ESCUELA MUSICA,,,1600,1600,0,0,0,,0,1600
1,,32610,22102,GAS EDIFICIO ESCUELA MUSICA,,,7600,7600,3779.65,3779.65,3779.65,,1745.75,3820.35
1,,32610,22110,PRODUCTOS HIGIENICOS ESCUELA MUSICA,,,500,500,0,0,0,,0,500
1,,32610,22199,EQUIPOS DE PROTECCIÓN INDIVIDUAL,,,2000,2000,0,0,0,,0,2000
1,,32610,22200,TELEFONO FIJO Y MOVIL ESCUELA MUSICA,,,3200,3200,715.33,715.33,715.33,,470.21,2484.67
1,,32610,22400,SEGURO EDIFICIO ESCUELA MUSICA,,,1500,1500,0,0,0,,0,1500
1,,32610,22601,ATENCIONES PROTOCOLARIAS DE ESCUELA MUSI,,,1500,1500,99,99,99,,99,1401
1,,32610,22750,ACTIVIDADES ESCUELA DE MUSICA,,,3300,3300,0,0,0,,0,3300
1,,32610,23120,LOCOMOCION PERSONAL ESC. MUSICA,,,200,200,0,0,0,,0,200
1,,33210,21200,CONSERVACION EDIFICIO LUDOTECA,,,1000,1000,780.73,780.73,272.32,,272.32,219.27
1,,33210,22000,MATERIAL LUDOTECA OLAZ,,,1000,1000,116.85,116.85,116.85,,116.85,883.15
1,,33210,22100,ENERGIA ELECTRICA LUDOTECA OLAZ,,,4500,4500,1146.28,1146.28,1146.28,,1146.28,3353.72
1,,33210,22101,AGUA LUDOTECA OLAZ,,,400,400,0,0,0,,0,400
1,,33210,22102,GAS EDIFICIO LUDOTECA OLAZ,,,8000,8000,1139.07,1139.07,1139.07,,1139.07,6860.93
1,,33210,22199,PUBLICACIONES PERIODICAS LUDOTECA OLAZ,,,4000,4000,0,0,0,,0,4000
1,,33210,22200,TELEFONO FIJO E INTERNET LUDOTECA OLAZ,,,1600,1600,804.78,804.78,804.78,,626.82,795.22
1,,33210,22750,ACTIVIDADES DE LUDOTECA Y BIBLIOTECA OLA,,,5000,5000,275,275,275,,275,4725
1,,33211,21200,CONSERVACION EDIFICIO BIBLIOTECA,,,2500,2500,337.24,337.24,162.08,,162.08,2162.76
1,,33211,22000,MATERIAL BIBLIOTECA SARRIGUREN,,,1000,1000,140,140,140,,140,860
1,,33211,22100,ENERGIA ELECTRICA BIBLIOTECA,,,4000,4000,1550.84,1550.84,1550.84,,1550.84,2449.16
1,,33211,22101,AGUA BIBLIOTECA,,,300,300,0,0,0,,0,300
1,,33211,22199,PUBLICACIONES PERIODICAS BIBLIOTECA SARR,,,4000,4000,354.96,354.96,354.96,,354.96,3645.04
1,,33211,22200,TELEFONO FIJO E INTERNET BIBLIOTECA,,,2900,2900,141.03,141.03,141.03,,0,2758.97
1,,33211,22750,ACTIVIDADES DE BIBLIOTECA,,,5000,5000,223.53,223.53,223.53,,223.53,4776.47
1,,33400,20200,ALQUILER LOCALES ACTIVIDADES CULTURALES,,,1000,1000,0,0,0,,0,1000
1,,33400,21200,CONSERVACION SALA ERRIZAR PUEBLO VIEJO,,,5000,5000,402.94,402.94,288.38,,288.38,4597.06
1,,33400,22200,TELEFONO COORDINADORA CULTURA,,,950,950,147.91,147.91,147.91,,96.94,802.09
1,,33400,22606,CURSOS CULTURALES,,,27000,27000,19129.5,19129.5,8353.34,,8353.34,7870.5
1,,33400,22750,ACTIVIDADES CULTURALES,,,82200,82200,20787.36,20787.36,19966.22,,19966.22,61412.64
1,,33401,22606,CURSOS SOCIOCULTURALES,,,25000,25000,0,0,0,,0,25000
1,,33401,22799,CICLO DE TEATRO,,,20000,20000,5134.89,5134.89,5134.89,,5134.89,14865.11
1,,33500,22602,PUBLICIDAD EUSKERA,,,500,500,0,0,0,,0,500
1,,33500,22699,ACCIONES COORDINADAS OTRAS AAPP,,,5000,5000,566.04,566.04,566.04,,566.04,4433.96
1,,33500,22799,ACTIVIDADES DE NORMALIZACION EUSKERA,,,38000,38000,5075.58,5075.58,2986.4,,2986.4,32924.42
1,,33700,22620,PROGRAMA DE JUVENTUD,,,30000,30000,209,209,209,,209,29791
1,,33700,22699,SEMANA Y DIA DE LA JUVENTUD,,,10000,10000,0,0,0,,0,10000
1,,33700,22799,ACTIVIDADES PRESUPUESTOS PARTICIPATIVOS,,,10000,10000,0,0,0,,0,10000
1,,33800,22199,"ACTIVIDADES, FIESTAS POPULARES Y OTROS E",,,9000,9000,6214.94,6214.94,6214.94,,6214.94,2785.06
1,,33800,22699,COMPRA DE GIGANTES GOMA,,,3000,3000,264,264,264,,264,2736
1,,33800,22750,SEMANA Y ACTIVIDADES  DE LA CIENCIA,,,15000,15000,0,0,0,,0,15000
1,,33800,22799,CAMPAMENTOS DE VERANO,,,35000,35000,26062.48,26062.48,0,,0,8937.52
1,,33801,22620,DIA DEL VALLE,,,6500,6500,0,0,0,,0,6500
1,,33801,22799,ACTUACIONES COMPARSA DE GIGANTES,,,2500,2500,1870,1870,1870,,1870,630
1,,33802,22620,GASTOS FIESTAS GORRAIZ,,,27000,27000,0,0,0,,0,27000
1,,33803,22620,GASTOS FIESTAS USTARROZ,,,1800,1800,1800,1800,1800,,0,0
1,,33804,22620,ROMERIA DE SAN PEDRO MARTIR,,,2500,2500,0,0,0,,0,2500
1,,33805,22620,GASTOS FIESTAS SARRIGUREN,,,50000,50000,0,0,0,,0,50000
1,,34100,21200,CONSERVACION INSTALACIONES DEPORTIVAS,,,5000,5000,0,0,0,,0,5000
1,,34100,22200,TELEFONO FIJO Y MOVIL DEPORTES,,,1700,1700,504.8,504.8,504.8,,314.95,1195.2
1,,34100,22606,CURSOS FORMACION AJEDREZ,,,5000,5000,0,0,0,,0,5000
1,,34100,22609,SEMANA DEL DEPORTE,,,3000,3000,0,0,0,,0,3000
1,,34100,22740,ACTIVIDADES DEPORTIVAS Y EVENTOS DEPORTI,,,30000,30000,10923.54,10923.54,3131.4,,3131.4,19076.46
1,,34100,22799,VUELTA CICLISTA  PAMPLONA,,,6500,6500,0,0,0,,0,6500
1,,34101,21200,CONSERVACION BAR PISCINAS,,,3000,3000,1402.99,1402.99,1234.04,,476.96,1597.01
1,,34101,22100,ENERGIA ELECTRICA EN BAR CD SARRIGUREN,,,20000,20000,4067.82,4067.82,4067.82,,4067.82,15932.18
1,,34101,22101,AGUA EN BAR CD SARRIGUREN,,,3000,3000,0,0,0,,0,3000
1,,34101,22102,GAS BAR CD SARRIGUREN,,,3200,3200,915.06,915.06,915.06,,638.14,2284.94
1,,34101,22799,CARRERA CICLISTA FEMENINA,,,3500,3500,0,0,0,,0,3500
1,,43300,21000,MANTENIMIENTO CIUDAD INNOVACION SARRIGUR,,,9000,9000,0,0,0,,0,9000
1,,43300,21200,CONSERVACION EDIFICIO VIVERO EMPRESAS,,,5000,5000,229.88,229.88,58.41,,58.41,4770.12
1,,43300,22100,ENERGIA ELECTRICA EDIFICIO VIVERO EMPRES,,,4200,4200,781.64,781.64,781.64,,781.64,3418.36
1,,43300,22101,AGUA EDIFICIO VIVERO EMPRESAS,,,300,300,0,0,0,,0,300
1,,43300,22103,GASOIL EDIFICIO VIVERO EMPRESAS,,,1600,1600,0,0,0,,0,1600
1,,43300,22200,TELEFONO VIVERO EMPRESAS,,,1000,1000,209.19,209.19,209.19,,138.38,790.81
1,,43300,22400,SEGURO EDIF. VIVERO EMPRESAS,,,600,600,0,0,0,,0,600
1,,43301,21000,MANTENIMIENTO POLIGONOS INDUSTRIALES,,,8000,8000,0,0,0,,0,8000
1,,44110,22730,TRANSPORTE PUBLICO,,,58000,58000,51891.4,51891.4,336.58,,336.58,6108.6
1,,91200,22200,TELEFONO ALCALDIA,,,1000,1000,183.87,183.87,183.87,,132.47,816.13
1,,91200,23100,DIETAS Y LOCOMOCION ALCALDIA,,,1000,1000,241.29,241.29,241.29,,241.29,758.71
1,,91201,22200,TELEFONOS CONCEJALES,,,3200,3200,471.89,471.89,471.89,,314.6,2728.11
1,,91201,23100,DIETAS E INDEMNIZACIONES CONCEJALES,,,42000,42000,10050.1,10050.1,10050.1,,10050.1,31949.9
1,,92000,20200,ARRENDAMIENTO LOCALES TRIB. SELECCIÓN,,,1000,1000,0,0,0,,0,1000
1,,92000,21200,CONSERVACION EDIFICIO CASA CONSISTORIAL,,,22000,22000,12578.3,12578.3,7847.91,,7847.91,9421.7
1,,92000,21400,MANTENIMIENTO MEDIOS LOCOMOCION SERV.GRA,,,650,650,0,0,0,,0,650
1,,92000,21600,MANTENIMIENTO EQUIPOS OFICINAS Y APLICAC,,,15000,15000,1269.77,1269.77,1269.77,,1269.77,13730.23
1,,92000,22000,MATERIAL OFICINA AYUNTAMIENTO,,,16000,16000,2495.09,2495.09,2495.09,,2495.09,13504.91
1,,92000,22001,LIBROS Y SUSCRIPCIONES LEGISLATIVAS,,,10000,10000,9743.71,9743.71,9743.71,,9743.71,256.29
1,,92000,22002,MATERIAL NO INVENTARIABLE OFICINAS,,,1000,1000,7.59,7.59,7.59,,7.59,992.41
1,,92000,22100,ENERGIA ELECTRICA CASA CONSISTORIAL,,,53000,53000,11737.61,11737.61,11737.61,,11737.61,41262.39
1,,92000,22101,AGUA CASA CONSISTORIAL,,,1700,1700,337.73,337.73,337.73,,107.36,1362.27
1,,92000,22102,GAS CASA CONSISTORIAL,,,40000,40000,12623.45,12623.45,12623.45,,10645.37,27376.55
1,,92000,22103,COMBUSTIBLE VEHICULOS SERV.GRALES,,,1000,1000,143.94,143.94,143.94,,143.94,856.06
1,,92000,22106,PRODUCTOS FARMACEUTICOS,,,200,200,5.1,5.1,5.1,,5.1,194.9
1,,92000,22110,PRODUCTOS HIGIENICOS CASA CONSISTORIAL,,,500,500,0,0,0,,0,500
1,,92000,22200,TELEFONO CASA CONSISTORIAL,,,8400,8400,1445.15,1445.15,1445.15,,964.42,6954.85
1,,92000,22201,SERVICIO POSTAL AYUNTAMIENTO,,,30000,30000,6272.22,6272.22,6272.22,,6272.22,23727.78
1,,92000,22300,GASTOS DE TRANSPORTES Y ENVIOS,,,1200,1200,0,0,0,,0,1200
1,,92000,22400,SEGURO RC Y DE EDIFICIOS MUNICIPALES,,,10000,10000,0,0,0,,0,10000
1,,92000,22601,ATENCIONES PROTOCOLARIAS,,,6000,6000,2496.22,2496.22,2496.22,,2496.22,3503.78
1,,92000,22602,"PUBLICIDAD PRENSA,SUSCRIP.REVISTAS Y ACT",,,23000,23000,10718.88,10718.88,3672.68,,3672.68,12281.12
1,,92000,22604,GASTOS JURIDICOS E INFORMES,,,15000,15000,3368.78,3368.78,3368.78,,3368.78,11631.22
1,,92000,22606,CONSEJO DE PARTICIPACION CIUDADANA,,,10000,10000,0,0,0,,0,10000
1,,92000,22699,ACTUALIZACION PAGINA WEB,,,1500,1500,0,0,0,,0,1500
1,,92000,22704,GRABACION VIDEOACTAS PLENOS,,,0,0,239.58,239.58,239.58,,239.58,-239.58
1,,92000,22706,SERVICIOS PROTECCION DE DATOS,,,4400,4400,4356,4356,0,,0,44
1,,92000,22709,GASTOS DE ENTERRAMIENTOS,,,1000,1000,0,0,0,,0,1000
1,,92000,22770,ASESORIA LABORAL,,,15000,15000,14418.36,14418.36,2403.06,,2403.06,581.64
1,,92000,22799,PUBLICIDAD CARTELES MUPIS,,,1000,1000,0,0,0,,0,1000
1,,92000,23120,DIETAS Y LOCOMOCION PERSONAL SERV. GRAL,,,600,600,1030.26,1030.26,1030.26,,1030.26,-430.26
1,,92000,23300,OTRAS INDEMNIZACIONES PERSONAL ADMON,,,1800,1800,0,0,0,,0,1800
1,,92000,25000,SERVICIOS INFORMATICOS ENCOMIENDA ANIMSA,,,71000,71000,0,0,0,,0,71000
1,,92000,26000,CONVENIO COLABORACION CON ASORNA,,,2000,2000,2000,2000,0,,0,0
1,,92001,21200,CONSERV OTROS EDIFICIOS Y BIENES MUNIC,,,11000,11000,770.62,770.62,757.59,,757.59,10229.38
1,,92001,22000,MATERIAL JUZGADO PAZ,,,1000,1000,0,0,0,,0,1000
1,,92001,22100,ENERGIA ELECTRICA OTROS EDIF MUNICIPALES,,,1400,1400,159.62,159.62,159.62,,109.65,1240.38
1,,92001,22101,AGUA OTROS EDIFICIOS PUBLICOS,,,1500,1500,319.67,319.67,319.67,,107.43,1180.33
1,,92001,22400,BOLSA SEGUROS VEHICULOS,,,3000,3000,0,0,0,,0,3000
1,,92001,22401,SEGURO OTROS EDIFICIOS E INMUEBLES,,,600,600,0,0,0,,0,600
1,,92002,22400,INDEMNIZACIONES SINIESTROS,,,2000,2000,0,0,0,,0,2000
1,,92400,22699,AREA DE TRANSPARENCIA,,,20000,20000,0,0,0,,0,20000
1,,92400,22706,AREA DE PARTICIPACION,,,40000,71253.09,33239.67,33239.67,363.97,,363.97,38013.42
1,,93100,22604,COMISIONES Y SERVICIOS BANCARIOS,,,2300,2300,863.29,863.29,863.29,,863.29,1436.71
1,,93100,23120,LOCOMOCION PERSONAL HACIENDA,,,100,100,0,0,0,,0,100
1,,93200,22602,GASTO DE ENVIOS DE TRIBUTOS,,,14000,14000,4136.48,4136.48,0,,0,9863.52
1,,93200,22706,MANTENIMIENTO CATASTRO,,,7200,7200,0,0,0,,0,7200
1,,93200,22708,GESTION DE COBROS MULTAS,,,90000,90000,38501.86,38501.86,38501.86,,38501.86,51498.14
1,,93200,22799,PLAN DE REGULARIZACION FISCAL,,,6000,6000,0,0,0,,0,6000
1,,93201,22708,GESTION DE COBROS AGENCIA EJECUTIVA,,,80000,80000,9345.62,9345.62,9345.62,,9345.62,70654.38
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,2,GASTOS CORRIENTES EN BIENES Y SERVICIOS.,,,,2962350,3056214.65,1024785.11,1024785.11,446343.51,,413050.9,2031429.54
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,93100,35200,INTERESES DE DEMORA,,,500,500,0,0,0,,0,500
,,,,,,,,,,,,,,
TOTAL ,,,,,,,,,,,,,,
Capítulo ,,3,GASTOS FINANCIEROS.,,,,500,500,0,0,0,,0,500
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,,13210,48200,CONVENIO POLICIAS COMARCA,,,500,500,400,400,400,,400,100
1,,15220,48200,APORTACION A LA ORVE,,,12000,12000,0,0,0,,0,12000
1,,16300,44900,ENCOMIENDA LIMPIEZA BAÑOS AUTOLIMPIABLES,,,6300,6300,6300,6300,0,,0,0
1,,16900,44900,ENCOMIENDA LIMPIEZA NAVE SERV.MULTIPLES,,,5200,5200,5200,5200,709.14,,709.14,0
1,,17100,44900,LIMPIEZA NAVE JARDINERIA,,,6300,6300,6300,6300,850.45,,850.45,0
1,,17100,48200,CUOTA FORESNA Y RED NELS,,,4500,4500,0,0,0,,0,4500
1,,23110,48000,AYUDAS EXTRAORDINARIAS SSB,,,60000,60000,14466.44,14466.44,14466.44,,14001.44,45533.56
1,,23110,48900,AYUDAS BECA COMEDOR,,,65000,65000,4143.6,4143.6,4143.6,,4143.6,60856.4
