a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1,,16300,22709,TRANSPORTE CONTENEDORES LIMPIEZA VIARIA,,,4000.0,4000.0,2852.3,2852.3,2852.3,,2852.3,1147.7
1,,16500,21900,CONSERVACION ALUMBRADO PUBLICO,,,20000.0,27000.0,22838.25,22838.25,22838.25,,22838.25,4161.75
1,,16500,22100,ENERGIA ELECTRICA ALUMBRADO PUBLICO,,,120000.0,120000.0,139482.89,139482.89,139482.89,,139482.89,-19482.89
1,,16900,21200,CONSERVACION NAVE SERVICIOS MULTIPLES,,,2200.0,2200.0,2743.86,2743.86,2558.84,,2558.84,-543.86
1,,16900,21300,MANTENIMIENTO VEHICULOS Y MAQUINARIA SER,,,20000.0,20000.0,14842.99,14842.99,14842.99,,14842.99,5157.01
1,,16900,21600,MANTENIMIENTO TELECOMUNICACIONES Y ANTEN,,,6000.0,6000.0,3781.28,3781.28,3161.16,,3161.16,2218.72
1,,16900,21900,MANT.MOBILIARIO URBANO Y SEÑALIZACIONES,,,10000.0,40000.0,7884.12,7884.12,7884.12,,7884.12,32115.88
1,,16900,22100,ENERGIA ELECTRICA NAVE SERVICIOS MULTIPL,,,1600.0,1600.0,1013.92,1013.92,1013.92,,1013.92,586.08
1,,16900,22101,AGUA  NAVE SERVICIOS MULTIPLES,,,1500.0,1500.0,1156.0,1156.0,1156.0,,1156.0,344.0
1,,16900,22103,COMBUSTIBLE VEHICULOS Y MAQ. SERV MULTIP,,,16000.0,16000.0,13272.55,13272.55,13272.55,,11786.02,2727.45
1,,16900,22104,VESTUARIO PERSONAL SERVICIOS MULTIPLES,,,3000.0,3000.0,6037.8,6037.8,5972.61,,5972.61,-3037.8
1,,16900,22110,PRODUCTOS HIGIENICOS Y DE LIMPIEZA SERVI,,,800.0,800.0,530.48,530.48,530.48,,530.48,269.52
1,,16900,22200,TELEFONO FIJO Y MOVIL SERV MULTIPLES,,,2600.0,2600.0,2021.37,2021.37,2021.37,,2021.37,578.63
1,,16900,22400,SEGURO VEHICULOS SERVICIOS MULTIPLES,,,3000.0,3000.0,0.0,0.0,0.0,,0.0,3000.0
1,,16900,22401,SEGURO NAVE SERVICIOS MLTIPLES,,,400.0,400.0,317.95,317.95,317.95,,317.95,82.05
1,,16900,23120,DIETAS Y LOCOMOCION PERSONAL SERV.MULT,,,0.0,0.0,55.41,55.41,55.41,,55.41,-55.41
1,,16900,23300,OTRAS INDEMNIZACIONES PERS.SERV.MULT,,,200.0,200.0,187.85,187.85,187.85,,187.85,12.15
1,,17100,21000,MANTENIMIENTO  Y MATERIAL RIEGO JARDINES,,,30000.0,30000.0,16522.15,16522.15,16522.15,,16522.15,13477.85
1,,17100,21200,CONSERVACION NAVE JARDINERIA,,,1200.0,1200.0,895.22,895.22,749.46,,749.46,304.78
1,,17100,21400,MANTENIMIENTO VEHICULOS Y MAQUINARIA JAR,,,22000.0,22000.0,18659.55,18659.55,18659.55,,18659.55,3340.45
1,,17100,22100,ENERGIA ELECTRICA NAVE JARDINES,,,1200.0,1200.0,1484.64,1484.64,1484.64,,1484.64,-284.64
1,,17100,22101,AGUA  NAVE JARDINES,,,1000.0,1000.0,701.49,701.49,701.49,,701.49,298.51
1,,17100,22102,GAS NAVE JARDINES,,,5000.0,5000.0,2974.55,2974.55,2974.55,,2974.55,2025.45
1,,17100,22103,COMBUSTIBLE VEHICULOS Y MAQ. JARDINES,,,10500.0,10500.0,8641.33,8641.33,8641.33,,8641.33,1858.67
1,,17100,22104,VESTUARIO Y EPIS PERSONAL JARDINES,,,6000.0,6000.0,7166.66,7166.66,1346.66,,1346.66,-1166.66
1,,17100,22110,LIMPIEZA VESTUARIO Y PRODUCTOS LIMPIEZA,,,2500.0,2500.0,992.08,992.08,992.08,,992.08,1507.92
1,,17100,22199,MATERIAL JARDINES,,,38000.0,38000.0,21267.11,21267.11,21267.11,,21267.11,16732.89
1,,17100,22200,TELEFONO FIJO Y MOVIL JARDINES,,,2100.0,2100.0,1479.04,1479.04,1479.04,,1399.03,620.96
1,,17100,22400,SEGURO VEHICULOS JARDINES,,,1700.0,1700.0,0.0,0.0,0.0,,0.0,1700.0
1,,17100,22401,SEGURO NAVE JARDINES,,,300.0,300.0,247.95,247.95,247.95,,247.95,52.05
1,,17100,22799,MANTENIMIENTO ZONAS VERDES Y JARDINES,,,237000.0,237000.0,191441.82,191441.82,81981.53,,81981.53,45558.18
1,,17100,23120,LOCOMOCION PERSONAL JARDINES,,,200.0,200.0,21.4,21.4,21.4,,21.4,178.6
1,,17100,23300,OTRAS INDEMNIZACIONES PERS.JARDINES,,,200.0,200.0,0.0,0.0,0.0,,0.0,200.0
1,,17101,21000,MANTENIMIENTO ITINERARIOS LUDICOS-NATURA,,,8000.0,8000.0,6830.32,6830.32,6330.32,,6330.32,1169.68
1,,17101,21900,MANTENIMIENTO PARQUE FLUVIAL DEL ARGA,,,53400.0,53400.0,26832.0,26832.0,26832.0,,26832.0,26568.0
1,,17101,22100,ENERGIA ELECTRICA RIEGO JARDINES,,,15000.0,15000.0,11860.86,11860.86,11860.86,,11860.86,3139.14
1,,17101,22101,AGUA PARA RIEGO JARDINES,,,92000.0,92000.0,80312.3,80312.3,60861.84,,60861.84,11687.7
1,,17101,22799,MANTENIMIENTO ZONA VERDE PUEBLO VIEJO,,,19000.0,19000.0,1252.35,1252.35,1252.35,,1252.35,17747.65
1,,17102,21900,MANTENIMIENTO HUERTOS URBANOS,,,6000.0,6000.0,2842.65,2842.65,2842.65,,2842.65,3157.35
1,,17102,22101,AGUA HUERTOS URBANOS,,,1000.0,1000.0,617.0,617.0,617.0,,617.0,383.0
1,,17102,22400,SEGURO EDIFICIO HUERTOS,,,100.0,100.0,43.7,43.7,43.7,,43.7,56.3
1,,17102,22799,ASISTENCIA TECNICA HUERTOS URBANOS,,,17000.0,17000.0,16734.3,16734.3,12550.77,,12550.77,265.7
1,,17220,22699,VOLUNTARIADO M.AMBIENTE,,,2000.0,2000.0,183.54,183.54,183.54,,183.54,1816.46
1,,17220,22706,ESTUDIOS ESPACIOS NATURALES,,,30000.0,30000.0,34011.27,34011.27,5851.2,,5851.2,-4011.27
1,,17220,22799,ATERPEAK,,,4900.0,4900.0,4940.43,4940.43,2520.43,,2520.43,-40.43
1,,23110,21400,MANTENIMIENTO VEHICULO SSB,,,3500.0,3500.0,2115.36,2115.36,2115.36,,2081.86,1384.64
1,,23110,22000,MATERIAL OFICINA SSB,,,6000.0,6000.0,2157.5,2157.5,2157.5,,2157.5,3842.5
1,,23110,22002,MATERIAL INFORMATICO NO INVENTARIABLE SS,,,2000.0,2000.0,1208.22,1208.22,1208.22,,1208.22,791.78
1,,23110,22103,COMBUSTIBLE VEHICULOS SSB,,,1000.0,1000.0,767.01,767.01,767.01,,667.91,232.99
1,,23110,22105,COMPRA DE ALIMENTOS Y TRANSPORTE,,,15000.0,15000.0,10187.11,10187.11,10187.11,,10187.11,4812.89
1,,23110,22199,MATERIAL ESPECIFICO SSB,,,1000.0,1000.0,3.5,3.5,3.5,,3.5,996.5
1,,23110,22200,TELEFONO FIJO Y MOVIL SSB,,,3200.0,3200.0,2798.75,2798.75,2798.75,,2798.75,401.25
1,,23110,22400,SEGURO VEHICULO SSB,,,1000.0,1000.0,0.0,0.0,0.0,,0.0,1000.0
1,,23110,22602,COMUNICACIÓN Y ACTOS PUBLICITARIOS SSB,,,1200.0,1200.0,0.0,0.0,0.0,,0.0,1200.0
1,,23110,22699,PROGRAMA TERCERA EDAD,,,9000.0,9000.0,10377.16,10377.16,10377.16,,10377.16,-1377.16
1,,23110,22799,ACTIVIDADES Y PROGRAMAS SSB,,,22000.0,22000.0,17011.95,17011.95,14967.03,,14967.03,4988.05
1,,23110,23120,DIETAS Y LOCOMOCION PERSONAL SSB,,,500.0,500.0,370.5,370.5,370.5,,370.5,129.5
1,,23110,23300,OTRAS INDEMNIZACIONES PERSONAL SSB,,,600.0,600.0,206.0,206.0,206.0,,206.0,394.0
1,,23180,22104,VESTUARIO PERSONAL SAD,,,1800.0,1800.0,1560.0,1560.0,0.0,,0.0,240.0
1,,23180,22199,MATERIAL ESPECIFICO SAD,,,1000.0,1000.0,431.21,431.21,431.21,,431.21,568.79
1,,23180,22799,CATERING A DOMICILIO EN EL VALLE,,,10000.0,10000.0,0.0,0.0,0.0,,0.0,10000.0
1,,23180,23120,DIETAS Y LOCOMOCION PERSONAL SAD,,,6000.0,6000.0,3382.07,3382.07,3382.07,,3365.02,2617.93
1,,23180,23300,OTRAS INDEMNIZACIONES PERSONAL SAD,,,300.0,300.0,0.0,0.0,0.0,,0.0,300.0
1,,23910,22604,ASISTENCIA EN CASOS VIOLENCIA DE GENERO,,,5000.0,5000.0,0.0,0.0,0.0,,0.0,5000.0
1,,23910,22699,PROGRAMA CONVIVENCIA,,,20000.0,20000.0,699.45,699.45,699.45,,699.45,19300.55
1,,23910,22706,PLAN IGUALDAD,,,43000.0,43000.0,20936.56,20936.56,20936.56,,20936.56,22063.44
1,,23910,22799,VIOLENCIA GENERO,,,28000.0,28000.0,13119.89,13119.89,13119.89,,13119.89,14880.11
1,,23990,21200,CONSERVACION EDIFICIO CAF,,,5000.0,5000.0,4690.47,4690.47,4531.63,,4531.63,309.53
1,,23990,22000,MATERIAL OFICINA CAF,,,1000.0,1000.0,1126.3,1126.3,1126.3,,1126.3,-126.3
1,,23990,22100,ENERGIA ELECTRICA EDIFICIO CAF,,,10000.0,10000.0,8216.18,8216.18,8216.18,,8216.18,1783.82
1,,23990,22101,AGUA EDIFICIO CAF,,,1800.0,1800.0,1315.77,1315.77,1315.77,,1315.77,484.23
1,,23990,22104,VESTUARIO PENAS COMUNIDAD,,,400.0,400.0,0.0,0.0,0.0,,0.0,400.0
1,,23990,22110,PRODUCTOS HIGIENICOS Y DE LIMPIEZA EDIFI,,,600.0,600.0,0.0,0.0,0.0,,0.0,600.0
1,,23990,22200,TELEFONO FIJO CAF,,,2500.0,2500.0,2011.02,2011.02,2011.02,,2011.02,488.98
1,,23990,22400,SEGURO EDIFICIO CAF,,,400.0,400.0,370.41,370.41,370.41,,370.41,29.59
1,,23990,22699,MATERIAL DIVERSO CAF,,,6000.0,6000.0,232.75,232.75,232.75,,232.75,5767.25
1,,24120,22104,VESTUARIO EMPLEO SOCIAL PROTEGIDO,,,4500.0,4500.0,7031.01,7031.01,3231.01,,3231.01,-2531.01
1,,24120,22199,MATERIAL EMPLEO SOCIAL PROTEGIDO,,,1500.0,1500.0,848.81,848.81,848.81,,848.81,651.19
1,,24190,22706,PROGRAMAS  FOMENTO DE EMPLEO,,,55000.0,55000.0,24676.3,24676.3,23182.45,,23182.45,30323.7
1,,24190,23120,LOCOMOCION PERSONAL EMPLEO,,,200.0,200.0,23.1,23.1,23.1,,23.1,176.9
1,,31100,22113,RECOGIDA DE ANIMALES,,,600.0,600.0,655.7,655.7,655.7,,655.7,-55.7
1,,31100,22709,SERVICIOS DE DESRATIZACION,,,5000.0,5000.0,0.0,0.0,0.0,,0.0,5000.0
1,,31210,21200,CONSERVACION CONSULTORIO MEDICO,,,3500.0,3500.0,1543.96,1543.96,1376.81,,1376.81,1956.04
1,,31210,22100,ENERGIA ELECTRICA CONSULTORIO MEDICO,,,4000.0,4000.0,3129.99,3129.99,3129.99,,3129.99,870.01
1,,31210,22101,AGUA EDIFICIO CONSULTORIO MEDICO,,,1500.0,1500.0,867.53,867.53,867.53,,867.53,632.47
1,,31210,22102,GAS EDIFICIO CONSULTORIO MEDICO,,,6300.0,6300.0,4502.18,4502.18,4502.18,,4445.88,1797.82
1,,31210,22200,TELEFONO Y ALARMAS CONSULTORIO MEDICO,,,3100.0,3100.0,2823.92,2823.92,2823.92,,2823.92,276.08
1,,31210,22400,SEGURO CONSULTORIO MEDICO,,,300.0,300.0,293.93,293.93,293.93,,293.93,6.07
1,,31210,22709,CONVENIO ANIMALES ABANDONADOS,,,3000.0,1500.0,211.53,211.53,211.53,,211.53,1288.47
1,,32310,20200,ALQUILER CENTRO 0-3 EGUES II,,,20000.0,20000.0,19520.98,19520.98,17894.24,,17894.24,479.02
1,,32310,21200,CONSERVACION CENTROS 0-3 AÑOS,,,8000.0,8000.0,5709.03,5709.03,5232.51,,5232.51,2290.97
1,,32310,22100,ENERGIA ELECTRICA CENTROS 0-3,,,12000.0,12000.0,9065.39,9065.39,9065.39,,9065.39,2934.61
1,,32310,22101,AGUA CENTROS 0-3,,,4500.0,4500.0,3404.28,3404.28,3404.28,,3404.28,1095.72
1,,32310,22102,GAS CENTROS 0-3,,,18000.0,18000.0,14204.8,14204.8,14204.8,,13953.13,3795.2
1,,32310,22199,MATERIAL DIVERSO CENTROS 0-3,,,1000.0,1000.0,230.58,230.58,230.58,,230.58,769.42
1,,32310,22200,TELEFONO FIJO Y ALARMAS CENTROS 0-3,,,4000.0,4000.0,2955.41,2955.41,2955.41,,2955.41,1044.59
1,,32310,22400,SEGURO EDIFICIOS CENTROS 0-3,,,2000.0,2000.0,1063.62,1063.62,1063.62,,1063.62,936.38
1,,32320,21200,CONSERVACION COLEGIO PUBL.SARRIGUREN,,,15000.0,15000.0,14615.95,14615.95,13776.43,,13776.43,384.05
1,,32320,22100,ENERGIA ELECTRICA COLEGIO PUBL.SARRIGURE,,,25000.0,25000.0,19966.72,19966.72,19966.72,,19966.72,5033.28
1,,32320,22101,AGUA EDIFICIO COLEGIO PUBL. SARRIGUREN,,,12000.0,12000.0,9135.66,9135.66,9135.66,,9135.66,2864.34
1,,32320,22102,GAS EDIFICIO COLEGIO PUBL.SARRIGUREN,,,50000.0,50000.0,40873.93,40873.93,40873.93,,40591.82,9126.07
1,,32320,22104,VESTUARIO PERSONAL CP SARRIGUREN,,,500.0,500.0,2381.76,2381.76,1621.76,,1621.76,-1881.76
1,,32320,22110,PRODUCTOS HIGIENICOS Y DE LIMPIEZA COLEG,,,1000.0,1000.0,74.27,74.27,74.27,,74.27,925.73
1,,32320,22200,TELEFONO Y ALARMAS COLEGIO PUBL SARRIG,,,9000.0,9000.0,6590.83,6590.83,6590.83,,6590.83,2409.17
1,,32320,22400,SEGURO C.P. SARRIGUREN,,,2400.0,2400.0,2399.2,2399.2,2399.2,,2399.2,0.8
1,,32320,23120,LOCOMOCION PERSONAL COLEGIO PUBLICO,,,0.0,0.0,6.6,6.6,6.6,,6.6,-6.6
1,,32610,21200,CONSERVACION EDIFICIO ESCUELA MUSICA,,,6000.0,6000.0,1962.0,1962.0,1719.35,,1719.35,4038.0
1,,32610,21900,"CONSERVACION INSTRUMENTOS,EQUIPOS TECNIC",,,2000.0,2000.0,1129.28,1129.28,1129.28,,1129.28,870.72
1,,32610,22000,MATERIAL OFICINA ESCUELA MUSICA,,,2000.0,2000.0,2063.94,2063.94,2063.94,,2063.94,-63.94
1,,32610,22100,ENERGIA ELECTRICA ESCUELA MUSICA,,,4500.0,4500.0,3069.67,3069.67,3069.67,,3069.67,1430.33
1,,32610,22101,AGUA EDIFICIO ESCUELA MUSICA,,,1200.0,1200.0,880.97,880.97,880.97,,880.97,319.03
1,,32610,22102,GAS EDIFICIO ESCUELA MUSICA,,,6000.0,6000.0,4797.53,4797.53,4797.53,,4797.53,1202.47
1,,32610,22110,PRODUCTOS HIGIENICOS Y DE LIMPIEZA ESCUE,,,600.0,600.0,0.0,0.0,0.0,,0.0,600.0
1,,32610,22199,MATERIAL DIDACTICO ESCUELA DE MUSICA,,,1500.0,1500.0,763.5,763.5,763.5,,763.5,736.5
1,,32610,22200,TELEFONO FIJO Y MOVIL ESCUELA MUSICA,,,2600.0,2600.0,2173.33,2173.33,2173.33,,2173.33,426.67
1,,32610,22400,SEGURO EDIFICIO ESCUELA MUSICA,,,900.0,900.0,863.49,863.49,863.49,,863.49,36.51
1,,32610,22601,ATENCIONES PROTOCOLARIAS DE ESCUELA MUSI,,,1500.0,1500.0,300.14,300.14,300.14,,300.14,1199.86
1,,32610,22750,ACTIVIDADES ESCUELA DE MUSICA,,,3300.0,3300.0,2193.3,2193.3,2193.3,,1918.3,1106.7
1,,32610,23120,LOCOMOCION PERSONAL ESC. MUSICA,,,200.0,200.0,0.0,0.0,0.0,,0.0,200.0
1,,33210,21200,CONSERVACION EDIFICIO BIBLIOTECA,,,4000.0,4000.0,2344.88,2344.88,2152.99,,2152.99,1655.12
1,,33210,22000,MATERIAL LUDOTECA,,,2000.0,2000.0,1173.13,1173.13,1173.13,,1173.13,826.87
1,,33210,22100,ENERGIA ELECTRICA BIBLIOTECA,,,7000.0,7000.0,5285.8,5285.8,5285.8,,5285.8,1714.2
1,,33210,22101,AGUA BIBLIOTECA,,,600.0,600.0,378.46,378.46,378.46,,378.46,221.54
1,,33210,22102,GAS EDIFICIO BIBLIOTECA,,,8000.0,8000.0,3092.18,3092.18,3092.18,,3092.18,4907.82
1,,33210,22199,MATERIAL BIBLIOTECA,,,7000.0,7000.0,4587.06,4587.06,4587.06,,4587.06,2412.94
1,,33210,22200,TELEFONO FIJO E INTERNET BIBLIOTECA,,,3000.0,3000.0,3086.34,3086.34,3086.34,,3086.34,-86.34
1,,33210,22750,ACTIVIDADES DE BIBLIOTECA Y LUDOTECA,,,8000.0,8000.0,7935.81,7935.81,7935.81,,7935.81,64.19
1,,33400,20200,ALQUILER LOCALES ACTIVIDADES CULTURALES,,,0.0,0.0,500.0,500.0,500.0,,500.0,-500.0
1,,33400,21200,CONSERVACION ED.IGLESIA PUEBLO VIEJO,,,2000.0,2000.0,4715.43,4715.43,4538.39,,4538.39,-2715.43
1,,33400,22200,TELEFONO COORDINADORA CULTURA,,,900.0,900.0,584.87,584.87,584.87,,584.87,315.13
1,,33400,22606,CURSOS SOCIOCULTURALES,,,52000.0,52000.0,40167.21,40167.21,28505.14,,28505.14,11832.79
1,,33400,22750,ACTIVIDADES CULTURALES,,,82200.0,82200.0,85785.13,85785.13,85785.13,,85624.84,-3585.13
1,,33400,22760,ASESORAMIENTO E INFORMES PROYECTO C.CULT,,,0.0,0.0,6419.05,6419.05,6419.05,,6419.05,-6419.05
1,,33401,22750,ACTUAIONES GRUPO DE TEATRO,,,3000.0,3000.0,1500.0,1500.0,1500.0,,1500.0,1500.0
1,,33401,22799,CICLO DE TEATRO,,,17500.0,17500.0,9486.67,9486.67,9486.67,,9486.67,8013.33
1,,33500,22602,PUBLICIDAD EUSKERA,,,500.0,500.0,300.0,300.0,300.0,,300.0,200.0
1,,33500,22699,ACCIONES COORDINADAS OTRAS AAPP,,,5000.0,5000.0,583.94,583.94,583.94,,583.94,4416.06
1,,33500,22799,ACTIVIDADES DE NORMALIZACION EUSKERA,,,30000.0,30000.0,28029.66,28029.66,25788.28,,25788.28,-1598.36
1,,33700,22799,ACTIVIDADES PRESUPUESTO PARTIC.JUVENTUD,,,10000.0,10000.0,10352.65,10352.65,272.25,,272.25,-352.65
1,,33701,22620,PROGRAMA DE JUVENTUD,,,25000.0,25000.0,14420.06,14420.06,14420.06,,14420.06,10579.94
1,,33800,22199,OTROS GASTOS FIESTAS POPULARES,,,5000.0,5000.0,1769.46,1769.46,1769.46,,1769.46,3230.54
1,,33800,22699,COMPRA DE GIGANTES GOMA,,,3000.0,3000.0,2559.15,2559.15,2559.15,,2559.15,440.85
1,,33800,22750,PROGRAMA Y SEMANA DE LA CIENCIA,,,15000.0,15000.0,0.0,0.0,0.0,,0.0,15000.0
1,,33800,22799,CAMPAMENTOS DE VERANO,,,35000.0,35000.0,38307.91,38307.91,9567.69,,9567.69,-3307.91
1,,33801,22620,DIA DEL VALLE,,,5000.0,5000.0,5449.16,5449.16,5449.16,,5449.16,-449.16
1,,33801,22799,ACTUACIONES COMPARSA DE GIGANTES,,,2500.0,2500.0,0.0,0.0,0.0,,0.0,2500.0
1,,33802,22620,GASTOS FIESTAS GORRAIZ,,,27000.0,27000.0,25423.72,25423.72,25423.72,,25423.72,1576.28
1,,33803,22620,GASTOS FIESTAS USTARROZ,,,1800.0,1800.0,1700.0,1700.0,1700.0,,1700.0,100.0
1,,33804,22620,ROMERIA DE SAN PEDRO MARTIR,,,2000.0,2000.0,2000.0,2000.0,2000.0,,2000.0,0.0
1,,33805,22620,GASTOS FIESTAS SARRIGUREN,,,50000.0,50000.0,47162.57,47162.57,47162.57,,47162.57,2837.43
1,,33806,22620,ACTUACIONES ZANPANZAR JOALDUNAK,,,4200.0,4200.0,3728.0,3728.0,3728.0,,3728.0,472.0
1,,34100,21200,CONSERVACION INSTALACIONES DEPORTIVAS,,,14000.0,14000.0,4450.28,4450.28,0.0,,0.0,9549.72
1,,34100,22200,TELEFONO FIJO Y MOVIL DEPORTES,,,1400.0,1400.0,1222.35,1222.35,1222.35,,1222.35,177.65
1,,34100,22609,SEMANA DEL DEPORTE,,,3000.0,3000.0,3858.71,3858.71,3858.71,,3088.71,-858.71
1,,34100,22740,ACTIVIDADES DEPORTIVAS Y EVENTOS DEPORTI,,,27500.0,27500.0,21797.98,21797.98,18179.01,,18179.01,5702.02
1,,34100,22799,VUELTA PAMPLONA,,,6000.0,6000.0,6000.0,6000.0,6000.0,,6000.0,0.0
1,,34100,23120,LOCOMOCION PERSONAL AREA DEPORTES,,,0.0,0.0,59.28,59.28,59.28,,59.28,-59.28
1,,34101,21200,CONSERVACION BAR PISCINAS,,,4000.0,4000.0,1145.33,1145.33,1145.33,,1145.33,2854.67
1,,34101,22100,ENERGIA ELECTRICA EN BAR CD SARRIGUREN,,,14000.0,14000.0,12498.99,12498.99,12498.99,,12498.99,1501.01
1,,34101,22101,AGUA EN BAR CD SARRIGUREN,,,2400.0,2400.0,1616.47,1616.47,1616.47,,1616.47,783.53
1,,34101,22102,GAS BAR CD SARRIGUREN,,,3300.0,3300.0,2266.71,2266.71,2266.71,,1988.24,1033.29
1,,34101,22799,CARRERA CICLISTA FEMENINA,,,3000.0,3000.0,0.0,0.0,0.0,,0.0,3000.0
1,,34102,22799,VUELTA CICLISTA A NAVARRA Y CARRERA FEME,,,12000.0,12000.0,21706.56,21706.56,21706.56,,21706.56,-9706.56
1,,43300,21000,MANTENIMIENTO CIUDAD INNOVACION SARRIGUR,,,10000.0,10000.0,4237.92,4237.92,4237.92,,4237.92,5762.08
1,,43300,21200,CONSERVACION EDIFICIO VIVERO EMPRESAS,,,2200.0,2200.0,3056.65,3056.65,2871.63,,2871.63,-856.65
1,,43300,22100,ENERGIA ELECTRICA EDIFICIO VIVERO EMPRES,,,2800.0,2800.0,2357.19,2357.19,2357.19,,2357.19,442.81
1,,43300,22101,AGUA EDIFICIO VIVERO EMPRESAS,,,300.0,300.0,145.73,145.73,145.73,,145.73,154.27
1,,43300,22103,GASOIL EDIFICIO VIVERO EMPRESAS,,,1600.0,1600.0,1453.22,1453.22,1453.22,,615.89,146.78
1,,43300,22200,TELEFONO VIVERO EMPRESAS,,,1000.0,1000.0,600.21,600.21,600.21,,600.21,399.79
1,,43300,22400,SEGURO EDIF. VIVERO EMPRESAS,,,400.0,400.0,328.83,328.83,328.83,,328.83,71.17
1,,43301,21000,MANTENIMIENTO POLIGONOS INDUSTRIALES,,,10000.0,10000.0,3627.16,3627.16,3627.16,,3627.16,6372.84
1,,44110,22730,TRANSPORTE PUBLICO,,,54000.0,54000.0,52644.74,52644.74,44820.64,,44820.64,1355.26
1,,91200,22200,TELEFONO ALCALDIA,,,1200.0,1200.0,537.61,537.61,537.61,,537.61,662.39
1,,91200,23100,DIETAS Y LOCOMOCION ALCALDIA,,,1000.0,1000.0,233.74,233.74,233.74,,233.74,766.26
1,,91201,22200,TELEFONOS CONCEJALES,,,3200.0,3200.0,1904.29,1904.29,1904.29,,1904.29,1295.71
1,,91201,23100,DIETAS E INDEMNIZACIONES CONCEJALES,,,42000.0,42000.0,34825.3,34825.3,34825.3,,34105.3,7174.7
1,,92000,20200,ARRENDAMIENTO LOCALES TRIB. SELECCIÓN,,,1000.0,1000.0,517.88,517.88,517.88,,517.88,482.12
1,,92000,21200,CONSERVACION EDIFICIO CASA CONSISTORIAL,,,27700.0,27700.0,15864.42,15864.42,15169.72,,15169.72,11835.58
1,,92000,21300,CONSERVACION ELEMENTOS TRANSPORTE ADMON,,,0.0,0.0,101.75,101.75,101.75,,101.75,-101.75
1,,92000,21400,MANTENIMIENTO MEDIOS LOCOMOCION SERV.GRA,,,650.0,650.0,0.0,0.0,0.0,,0.0,650.0
1,,92000,21600,MANTENIMIENTO EQUIPOS OFICINAS,,,6000.0,6000.0,7722.52,7722.52,7722.52,,7722.52,-1722.52
1,,92000,22000,MATERIAL OFICINA AYUNTAMIENTO,,,13000.0,13000.0,11865.49,11865.49,11865.49,,11865.49,1134.51
1,,92000,22001,LIBROS Y SUSCRIPCIONES LEGISLATIVAS,,,10000.0,10000.0,9899.46,9899.46,8376.72,,8376.72,100.54
1,,92000,22002,MATERIAL NO INVENTARIABLE OFICINAS,,,1300.0,1300.0,91.74,91.74,91.74,,91.74,1208.26
1,,92000,22100,ENERGIA ELECTRICA CASA CONSISTORIAL,,,52000.0,52000.0,35188.58,35188.58,35188.58,,35188.58,16811.42
1,,92000,22101,AGUA CASA CONSISTORIAL,,,1700.0,1700.0,1068.02,1068.02,1068.02,,1068.02,631.98
1,,92000,22102,GAS CASA CONSISTORIAL,,,28000.0,28000.0,23766.81,23766.81,23766.81,,22845.95,4233.19
1,,92000,22103,COMBUSTIBLE VEHICULOS SERV.GRALES,,,1000.0,1000.0,767.01,767.01,767.01,,667.91,232.99
1,,92000,22106,PRODUCTOS FARMACEUTICOS,,,200.0,200.0,66.08,66.08,66.08,,66.08,133.92
1,,92000,22110,PRODUCTOS HIGIENICOS  Y DE LIMPIEZA CASA,,,1000.0,1000.0,0.0,0.0,0.0,,0.0,1000.0
1,,92000,22200,TELEFONO CASA CONSISTORIAL,,,8000.0,8000.0,5420.69,5420.69,5420.69,,5420.69,2579.31
1,,92000,22201,SERVICIO POSTAL AYUNTAMIENTO,,,26000.0,26000.0,22828.03,22828.03,22828.03,,22828.03,3171.97
1,,92000,22300,GASTOS DE TRANSPORTES Y ENVIOS,,,2500.0,2500.0,623.95,623.95,623.95,,623.95,1876.05
1,,92000,22400,SEGURO RC Y DE EDIFICIOS MUNICIPALES,,,12000.0,12000.0,9849.69,9849.69,9849.69,,9849.69,2150.31
1,,92000,22601,ATENCIONES PROTOCOLARIAS,,,6000.0,6000.0,7912.63,7912.63,7912.63,,7672.63,-1912.63
1,,92000,22602,"PUBLICIDAD PRENSA,SUSCRIP.REVISTAS Y ACT",,,23000.0,23000.0,22746.06,22746.06,19461.2,,19461.2,253.94
1,,92000,22604,GASTOS JURIDICOS E INFORMES,,,20000.0,20000.0,16834.26,16834.26,14898.26,,14898.26,3165.74
1,,92000,22606,CONSEJO DE PARTICIPACION CIUDADANA,,,10000.0,10000.0,0.0,0.0,0.0,,0.0,10000.0
1,,92000,22699,ACTUALIZACION PAGINA WEB,,,1500.0,1500.0,0.0,0.0,0.0,,0.0,1500.0
1,,92000,22706,GRABACION VIDEO CONFERENCIA PLENOS,,,1500.0,1500.0,1317.69,1317.69,1317.69,,1317.69,182.31
1,,92000,22709,GASTOS DE ENTERRAMIENTOS,,,1200.0,1200.0,0.0,0.0,0.0,,0.0,1200.0
1,,92000,22770,ASESORIA LABORAL,,,15600.0,15600.0,14418.36,14418.36,12015.3,,12015.3,1181.64
1,,92000,22799,PUBLICIDAD CARTELES MUPIS,,,4000.0,4000.0,108.9,108.9,108.9,,108.9,3891.1
1,,92000,23120,DIETAS Y LOCOMOCION PERSONAL SERV. GRAL,,,200.0,200.0,617.49,617.49,617.49,,617.49,-417.49
1,,92000,23300,OTRAS INDEMNIZACIONES PERSONAL ADMON,,,1600.0,1600.0,1696.95,1696.95,1696.95,,1696.95,-96.95
